date,open,high,close,low,volume,amount
2017-07-13,24.91,25.35,24.43,24.4,83337031.0,2064324255.0
2017-07-12,25.7,26.7,25.46,25.22,99689518.0,2583415792.0
2017-07-11,24.27,25.1,24.75,24.15,47552025.0,1179893510.0
2017-07-10,24.4,25.38,24.43,24.22,60925194.0,1510229003.0
2017-07-07,24.27,25.09,24.66,24.03,58398256.0,1442448492.0
2017-07-06,24.3,24.66,24.22,23.95,47476922.0,1154892664.0
2017-07-05,23.94,24.65,24.54,23.43,74782798.0,1802258145.0
2017-07-04,24.57,24.93,23.86,23.52,74051874.0,1798526827.0
2017-07-03,24.76,25.2,24.57,24.36,45293799.0,1115270383.0
2017-06-30,25.0,25.39,24.97,24.64,59561483.0,1487556605.0
2017-06-29,25.16,25.42,25.16,24.56,70695831.0,1767701602.0
2017-06-28,25.38,25.89,25.0,24.78,94632009.0,2391062421.0
2017-06-27,26.01,26.03,25.54,25.17,119838030.0,3059693495.0
2017-06-26,24.94,26.48,26.48,24.55,171118298.0,4396209720.0
2017-06-23,21.84,24.07,24.07,21.8,125118677.0,2905465113.0
2017-06-22,21.1,22.3,21.88,21.1,71592906.0,1562559167.0
2017-06-21,21.35,21.43,21.04,20.9,19454251.0,411153771.0
2017-06-20,20.94,21.27,21.03,20.82,23675586.0,497795185.0
2017-06-19,20.94,21.07,20.98,20.9,11891552.0,249680284.0
2017-06-16,21.05,21.18,20.94,20.9,13929822.0,292396355.0
2017-06-15,21.26,21.3,21.04,20.82,23320862.0,489523685.0
2017-06-14,21.9,21.9,21.35,21.32,37010735.0,798534301.0
2017-06-13,21.91,22.46,22.0,21.5,47100192.0,1040218312.0
2017-06-12,21.48,22.8,21.7,21.48,94427646.0,2080848959.0
2017-06-06,21.05,21.45,20.87,20.83,49277587.0,1044876413.0
2017-06-05,20.75,21.26,21.1,20.71,28554445.0,602173927.0
2017-06-02,21.08,21.3,20.95,20.78,23539743.0,493992186.0
2017-06-01,21.1,21.37,21.09,20.93,26636505.0,562162013.0
2017-05-31,21.49,21.58,21.26,20.9,68233032.0,1447984277.0
2017-05-26,20.3,20.75,20.55,20.07,40065893.0,814867078.0
2017-05-25,19.15,20.83,20.5,19.12,89697925.0,1815758310.0
2017-05-24,19.14,19.31,19.19,18.92,18928992.0,362272697.0
2017-05-23,19.01,19.3,19.23,18.92,20271637.0,387974307.0
2017-05-22,19.17,19.17,19.07,18.84,14729287.0,280016352.0
2017-05-19,19.07,19.19,19.17,19.02,10237329.0,195769345.0
2017-05-18,19.02,19.12,19.04,18.97,10426053.0,198884858.0
2017-05-17,19.13,19.18,19.14,19.01,13924757.0,265877523.0
2017-05-16,19.3,19.31,19.23,18.87,18923280.0,360407235.0
2017-05-15,19.4,19.47,19.34,19.27,12209325.0,236414786.0
2017-05-12,19.11,19.45,19.4,18.93,22219376.0,426308513.0
2017-05-11,18.67,19.4,19.24,18.5,34725493.0,661591578.0
2017-05-10,18.62,18.84,18.67,18.62,15607522.0,292340816.0
2017-05-09,18.43,18.68,18.62,18.32,12356422.0,229217675.0
2017-05-08,18.89,18.96,18.47,18.44,18399614.0,341697835.0
2017-05-05,18.95,19.07,18.89,18.81,11655082.0,220659845.0
2017-05-04,18.9,19.19,19.02,18.9,17846705.0,340627392.0
2017-05-03,19.2,19.25,18.86,18.83,26926611.0,511549326.0
2017-05-02,19.3,19.37,19.2,19.1,18442367.0,353863949.0
2017-04-28,19.38,19.55,19.5,19.13,35743115.0,690773486.0
2017-04-27,20.32,20.33,19.76,19.0,51911845.0,1018995251.0
2017-04-26,20.49,20.53,20.36,20.34,18619290.0,379882400.0
2017-04-25,20.44,20.63,20.55,20.4,13616342.0,279061574.0
2017-04-24,20.68,20.69,20.43,20.31,18009295.0,368489230.0
2017-04-21,20.64,20.75,20.68,20.55,20844457.0,430650189.0
2017-04-20,20.5,20.75,20.63,20.5,24821378.0,512035281.0
2017-04-19,20.45,20.62,20.53,20.3,19632759.0,401696832.0
2017-04-18,20.56,20.65,20.47,20.46,13598882.0,279288150.0
2017-04-17,20.64,20.64,20.56,20.37,16362363.0,335002734.0
2017-04-14,20.92,20.92,20.64,20.6,21850597.0,452007098.0
2017-04-13,21.0,21.15,20.94,20.72,26910139.0,562839617.0
2017-04-12,20.7,21.57,21.02,20.7,64585536.0,1363421135.0
2017-04-11,20.6,20.7,20.7,20.2,45886018.0,938204314.0
2017-04-10,20.72,20.75,20.6,20.51,27459940.0,565963441.0
2017-04-07,20.79,20.91,20.8,20.67,31390635.0,652368860.0
2017-04-06,20.63,20.85,20.79,20.58,53371294.0,1105684881.0
2017-04-05,20.63,21.0,20.58,20.55,85199675.0,1758702694.0
2017-03-31,20.53,20.64,20.58,20.51,15329708.0,315290025.0
2017-03-30,21.0,21.06,20.53,20.48,31764040.0,656689639.0
2017-03-29,21.28,21.29,21.01,21.0,23103560.0,487586663.0
2017-03-28,21.2,21.43,21.27,21.02,25855177.0,548747229.0
2017-03-27,21.58,21.6,21.2,21.1,39465474.0,842704878.0
2017-03-24,21.4,21.69,21.49,21.3,38448342.0,825818868.0
2017-03-23,21.08,21.91,21.45,20.96,53490634.0,1144906754.0
2017-03-22,21.15,21.17,21.07,20.95,24358136.0,512675947.0
2017-03-21,21.01,21.34,21.18,20.82,28824296.0,608369917.0
2017-03-20,21.49,21.49,21.13,20.85,55586513.0,1170268059.0
2017-03-17,22.0,22.28,21.54,21.5,78914655.0,1719091622.0
2017-03-16,21.41,21.68,21.27,21.13,51662392.0,1101853842.0
2017-03-15,21.36,21.57,21.29,21.0,50642669.0,1077880889.0
2017-03-14,20.81,22.4,21.57,20.72,120994029.0,2610434158.0
2017-03-13,20.65,20.88,20.71,20.51,41923514.0,869278705.0
2017-03-10,20.52,20.75,20.6,20.52,23630845.0,488181187.0
2017-03-09,20.6,20.73,20.51,20.35,24603911.0,504798751.0
2017-03-08,20.27,20.85,20.72,20.26,65786244.0,1358826200.0
2017-03-07,20.24,20.29,20.26,20.18,18157223.0,367187322.0
2017-03-06,20.25,20.39,20.22,20.14,27633698.0,559074363.0
2017-03-03,20.34,20.37,20.2,20.12,17026059.0,344069858.0
2017-03-02,20.52,20.54,20.34,20.33,22282700.0,454426641.0
2017-03-01,20.55,20.59,20.5,20.49,25060119.0,514166300.0
2017-02-28,20.52,20.59,20.53,20.47,15976221.0,327716632.0
2017-02-27,20.57,20.63,20.52,20.48,29344657.0,602503178.0
