date,open,high,close,low,volume,amount
2017-06-23,18.71,19.0,18.09,17.81,52936234.0,969833160.0
2017-06-22,19.1,19.75,18.8,18.7,73396780.0,1403911302.0
2017-06-21,18.38,19.88,19.49,17.91,102974182.0,1965042072.0
2017-06-20,18.91,19.69,18.21,17.87,91374620.0,1726125751.0
2017-06-19,18.08,19.8,19.2,17.81,92027719.0,1718988761.0
2017-06-16,18.18,19.29,18.3,17.4,100057464.0,1814189790.0
2017-06-15,15.99,17.88,17.88,15.9,96270968.0,1628898897.0
2017-06-14,15.4,16.48,16.25,15.12,76473066.0,1222952327.0
2017-06-13,15.28,15.6,15.42,15.26,23573085.0,363728793.0
2017-06-12,15.4,15.67,15.22,15.05,25654206.0,393798869.0
2017-06-09,15.8,15.8,15.53,15.26,35551269.0,551619751.0
2017-06-08,16.0,16.42,15.91,15.9,55008179.0,885495893.0
2017-06-07,15.05,16.3,16.16,14.86,58047115.0,907860920.0
2017-06-06,15.49,15.65,15.09,14.8,31923172.0,486613268.0
2017-06-05,15.34,15.72,15.45,15.12,34742467.0,536333786.0
2017-06-02,15.8,15.8,15.32,14.35,42914937.0,647006467.0
2017-06-01,15.8,16.29,15.91,15.68,64193390.0,1029747313.0
2017-05-31,15.46,16.09,15.56,15.35,42384098.0,664678605.0
2017-05-26,15.58,15.82,15.25,15.2,40437214.0,629857239.0
2017-05-25,15.84,15.86,15.53,14.82,48195857.0,743370061.0
2017-05-24,15.4,15.97,15.82,15.2,41996013.0,659417864.0
2017-05-23,17.15,17.39,15.59,15.59,54856929.0,898493947.0
2017-05-22,17.7,17.94,17.32,17.19,42432514.0,745148640.0
2017-05-19,18.27,18.89,17.7,17.12,66838987.0,1193854388.0
2017-05-18,20.3,20.66,18.76,18.76,72033165.0,1404664352.0
2017-05-17,21.01,21.41,20.83,20.64,59597299.0,1257552998.0
2017-05-16,20.96,21.45,21.01,20.02,72129088.0,1509710210.0
2017-05-15,22.37,23.1,21.78,21.29,87804300.0,1939722535.0
2017-05-12,22.57,23.78,22.33,22.14,104637944.0,2394882816.0
2017-05-11,20.9,23.1,22.63,20.57,95137847.0,2089276016.0
