time,open,high,low,close,volume,amount,vol_norm,amo_norm,vol_buy,amo_buy,vol_sell,amo_sell
 15:00:00,21.07,21.07,21.07,21.07,232.0,488824.0,0.0,0.0,232.0,488824.0,0.0,0.0
 14:55:00,21.03,21.07,21.02,21.05,321.0,675419.0,13.0,27353.0,203.0,427143.0,105.0,220923.0
 14:50:00,20.98,21.04,20.9,21.03,308.0,646466.0,31.0,65099.0,155.0,325532.0,122.0,255835.0
 14:45:00,21.02,21.06,20.98,20.98,176.0,370231.0,12.0,25243.0,16.0,33687.0,148.0,311301.0
 14:40:00,21.08,21.1,21.02,21.07,188.0,401876.0,16.0,35473.0,81.0,172897.0,91.0,193506.0
 14:35:00,21.01,21.05,20.99,21.05,228.0,481567.0,13.0,27321.0,95.0,200486.0,120.0,253760.0
 14:30:00,21.06,21.06,20.98,21.0,458.0,967085.0,12.0,25226.0,74.0,155903.0,372.0,785956.0
 14:25:00,21.08,21.09,21.05,21.06,206.0,434436.0,3.0,6320.0,104.0,219286.0,99.0,208830.0
 14:20:00,21.09,21.1,21.06,21.09,186.0,392264.0,2.0,4214.0,162.0,341676.0,22.0,46374.0
 14:15:00,20.96,21.09,20.96,21.06,387.0,812745.0,1.0,2098.0,373.0,783323.0,13.0,27324.0
 14:10:00,21.03,21.03,20.95,20.96,201.0,423350.0,2.0,4191.0,33.0,69219.0,166.0,349940.0
 14:05:00,21.07,21.08,21.03,21.03,326.0,686796.0,4.0,8428.0,183.0,385692.0,139.0,292676.0
 14:00:00,20.94,21.07,20.94,21.07,444.0,932577.0,3.0,6321.0,407.0,854876.0,34.0,71380.0
 13:55:00,20.9,20.94,20.9,20.93,212.0,443362.0,8.0,16728.0,88.0,184140.0,116.0,242494.0
 13:50:00,20.91,20.93,20.9,20.92,157.0,328357.0,3.0,6273.0,106.0,221724.0,48.0,100360.0
 13:45:00,20.87,20.93,20.87,20.93,72.0,150371.0,12.0,25059.0,46.0,96083.0,14.0,29229.0
 13:40:00,21.0,21.0,20.87,20.87,127.0,266115.0,7.0,14645.0,51.0,106916.0,69.0,144554.0
 13:35:00,20.99,21.04,20.99,21.0,337.0,708490.0,22.0,46238.0,212.0,445787.0,103.0,216465.0
 13:30:00,20.91,21.04,20.91,21.01,720.0,1512402.0,0.0,0.0,558.0,1172682.0,162.0,339720.0
 13:25:00,20.95,20.95,20.85,20.91,223.0,466276.0,19.0,39719.0,102.0,213501.0,102.0,213056.0
 13:20:00,20.73,20.95,20.73,20.95,645.0,1342408.0,10.0,20778.0,450.0,936467.0,185.0,385163.0
 13:15:00,20.65,20.73,20.64,20.7,394.0,814315.0,2.0,4130.0,243.0,502552.0,149.0,307633.0
 13:10:00,20.7,20.7,20.65,20.65,130.0,268807.0,3.0,6206.0,53.0,109636.0,74.0,152965.0
 13:05:00,20.67,20.7,20.66,20.68,132.0,272925.0,2.0,4136.0,72.0,148878.0,58.0,119911.0
 13:00:00,20.61,20.68,20.61,20.67,237.0,489133.0,19.0,39223.0,139.0,286926.0,79.0,162984.0
 11:30:00,20.61,20.61,20.61,20.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 11:25:00,20.63,20.65,20.61,20.61,129.0,266082.0,9.0,18567.0,31.0,63970.0,89.0,183545.0
 11:20:00,20.57,20.64,20.57,20.62,182.0,374686.0,50.0,102912.0,94.0,193484.0,38.0,78290.0
 11:15:00,20.64,20.64,20.59,20.64,118.0,243254.0,0.0,0.0,82.0,169108.0,36.0,74146.0
 11:10:00,20.65,20.65,20.62,20.64,228.0,470385.0,10.0,20624.0,163.0,336330.0,55.0,113431.0
 11:05:00,20.61,20.64,20.57,20.64,151.0,311135.0,0.0,0.0,82.0,169034.0,69.0,142101.0
 11:00:00,20.61,20.65,20.61,20.61,88.0,181578.0,5.0,10311.0,41.0,84660.0,42.0,86607.0
 10:55:00,20.58,20.65,20.55,20.61,176.0,364819.0,45.0,92779.0,67.0,138271.0,64.0,133769.0
 10:50:00,20.52,20.58,20.51,20.58,291.0,597583.0,8.0,16440.0,236.0,484679.0,47.0,96464.0
 10:45:00,20.6,20.6,20.51,20.51,160.0,328687.0,1.0,2060.0,42.0,86320.0,117.0,240307.0
 10:40:00,20.67,20.68,20.56,20.6,560.0,1154397.0,56.0,115326.0,206.0,425712.0,298.0,613359.0
 10:35:00,20.7,20.71,20.56,20.67,460.0,947340.0,69.0,142057.0,210.0,432599.0,181.0,372684.0
 10:30:00,20.73,20.73,20.49,20.56,497.0,1023945.0,32.0,65732.0,287.0,591871.0,178.0,366342.0
 10:25:00,20.5,20.77,20.49,20.67,853.0,1751209.0,9.0,18546.0,603.0,1237744.0,241.0,494919.0
 10:20:00,20.45,20.5,20.41,20.49,931.0,1903033.0,1.0,2044.0,509.0,1040719.0,421.0,860270.0
 10:15:00,20.41,20.49,20.39,20.48,881.0,1803157.0,82.0,167735.0,449.0,919392.0,350.0,716030.0
 10:10:00,20.5,20.5,20.3,20.41,1871.0,3824788.0,162.0,332018.0,956.0,1956060.0,753.0,1536710.0
 10:05:00,20.83,20.87,20.5,20.5,1347.0,2778315.0,8.0,16626.0,566.0,1168663.0,773.0,1593026.0
