time,open,high,low,close,volume,amount,vol_norm,amo_norm,vol_buy,amo_buy,vol_sell,amo_sell
 15:00:00,11.05,11.05,11.05,11.05,16259.0,17966615.0,0.0,0.0,16259.0,17966615.0,0.0,0.0
 14:55:00,11.04,11.05,11.04,11.04,20732.0,22902372.0,480.0,529920.0,10425.0,11520888.0,9827.0,10851564.0
 14:50:00,11.06,11.08,11.04,11.05,47705.0,52785910.0,602.0,666541.0,15871.0,17567755.0,31232.0,34551614.0
 14:45:00,11.13,11.13,11.07,11.07,79578.0,88303679.0,366.0,406634.0,29422.0,32655245.0,49790.0,55241800.0
 14:40:00,10.98,11.13,10.98,11.13,138391.0,153148936.0,823.0,911656.0,96260.0,106534208.0,41308.0,45703072.0
 14:35:00,11.0,11.0,10.98,10.98,30178.0,33164620.0,648.0,712724.0,13644.0,14999529.0,15886.0,17452367.0
 14:30:00,10.96,11.02,10.95,11.0,144097.0,158473568.0,1264.0,1391574.0,112567.0,123820694.0,30266.0,33261300.0
 14:25:00,10.95,10.97,10.92,10.95,45423.0,49754015.0,783.0,857725.0,13869.0,15193229.0,30771.0,33703061.0
 14:20:00,10.92,10.96,10.92,10.95,38309.0,41934557.0,2088.0,2284228.0,15289.0,16750118.0,20932.0,22900211.0
 14:15:00,10.88,10.94,10.88,10.94,43940.0,47958045.0,5372.0,5876412.0,21597.0,23563053.0,16971.0,18518580.0
 14:10:00,10.87,10.89,10.84,10.88,18190.0,19773100.0,189.0,205620.0,11625.0,12639989.0,6376.0,6927491.0
 14:05:00,10.85,10.88,10.84,10.87,24260.0,26348185.0,126.0,136826.0,13786.0,14979448.0,10348.0,11231911.0
 14:00:00,10.8,10.85,10.8,10.84,20264.0,21927624.0,959.0,1036743.0,13284.0,14372452.0,6021.0,6518429.0
 13:55:00,10.78,10.85,10.78,10.8,35194.0,38054331.0,30.0,32490.0,20566.0,22243521.0,14598.0,15778320.0
 13:50:00,10.8,10.8,10.78,10.79,17833.0,19251615.0,133.0,143584.0,8482.0,9159978.0,9218.0,9948053.0
 13:45:00,10.83,10.84,10.8,10.8,30381.0,32846838.0,626.0,676138.0,7873.0,8517516.0,21882.0,23653184.0
 13:40:00,10.83,10.84,10.82,10.83,15747.0,17046918.0,51.0,55233.0,5563.0,6025942.0,10133.0,10965743.0
 13:35:00,10.85,10.85,10.8,10.82,22450.0,24293728.0,158.0,171076.0,7114.0,7701199.0,15178.0,16421453.0
 13:30:00,10.86,10.87,10.84,10.85,11807.0,12827766.0,118.0,128148.0,6363.0,6915492.0,5326.0,5784126.0
 13:25:00,10.87,10.87,10.85,10.87,11850.0,12869608.0,900.0,977400.0,5106.0,5547880.0,5844.0,6344328.0
 13:20:00,10.85,10.88,10.85,10.86,14918.0,16218791.0,114.0,124135.0,9591.0,10429609.0,5213.0,5665047.0
 13:15:00,10.8,10.87,10.79,10.86,23242.0,25140817.0,188.0,203548.0,10454.0,11320969.0,12600.0,13616300.0
 13:10:00,10.85,10.86,10.8,10.81,40620.0,43948235.0,610.0,660229.0,10088.0,10913233.0,29922.0,32374773.0
 13:05:00,10.87,10.88,10.85,10.86,24337.0,26439971.0,112.0,121713.0,10025.0,10896554.0,14200.0,15421704.0
 13:00:00,10.88,10.89,10.84,10.88,46642.0,50660632.0,309.0,335694.0,14167.0,15402064.0,32166.0,34922874.0
 11:30:00,10.88,10.88,10.88,10.88,178.0,193664.0,0.0,0.0,0.0,0.0,178.0,193664.0
 11:25:00,10.92,10.93,10.88,10.88,24980.0,27229553.0,100.0,109156.0,10626.0,11587718.0,14254.0,15532679.0
 11:20:00,10.92,10.94,10.91,10.93,18806.0,20541742.0,121.0,132374.0,13857.0,15134926.0,4828.0,5274442.0
 11:15:00,10.94,10.95,10.89,10.92,51977.0,56683812.0,312.0,341456.0,12260.0,13373562.0,39405.0,42968794.0
 11:10:00,10.98,10.99,10.94,10.95,48743.0,53467987.0,3125.0,3432351.0,11903.0,13065583.0,33715.0,36970053.0
 11:05:00,10.87,10.99,10.87,10.98,91579.0,100228527.0,575.0,630740.0,54855.0,60012952.0,36149.0,39584835.0
 11:00:00,10.8,10.88,10.8,10.87,42869.0,46519763.0,309.0,335866.0,24739.0,26851784.0,17821.0,19332113.0
 10:55:00,10.84,10.86,10.8,10.8,27258.0,29546067.0,99.0,107904.0,10154.0,11010369.0,17005.0,18427794.0
 10:50:00,10.83,10.86,10.79,10.84,34113.0,36935409.0,2215.0,2398635.0,14289.0,15476454.0,17609.0,19060320.0
 10:45:00,10.83,10.84,10.77,10.81,48049.0,51915059.0,1641.0,1773544.0,7707.0,8336115.0,38701.0,41805400.0
 10:40:00,10.87,10.89,10.84,10.84,43880.0,47678657.0,1267.0,1377272.0,11904.0,12950357.0,30709.0,33351028.0
 10:35:00,10.84,10.88,10.83,10.87,50696.0,55013388.0,384.0,416756.0,19410.0,21084155.0,30902.0,33512477.0
 10:30:00,10.85,10.88,10.84,10.85,29979.0,32549363.0,298.0,323368.0,16893.0,18346180.0,12788.0,13879815.0
 10:25:00,10.84,10.86,10.81,10.84,51597.0,55893001.0,600.0,650512.0,26544.0,28766730.0,24453.0,26475759.0
 10:20:00,10.84,10.89,10.83,10.84,27246.0,29589210.0,666.0,722261.0,9968.0,10833237.0,16612.0,18033712.0
 10:15:00,10.88,10.9,10.84,10.85,34054.0,37020698.0,2167.0,2356418.0,10191.0,11079012.0,21696.0,23585268.0
 10:10:00,10.89,10.97,10.87,10.88,76817.0,83808496.0,690.0,753831.0,36832.0,40202894.0,39295.0,42851771.0
 10:05:00,10.93,11.01,10.88,10.89,133643.0,146429573.0,3027.0,3316551.0,71554.0,78493884.0,59062.0,64619138.0
 10:00:00,10.9,10.94,10.88,10.92,64834.0,70763050.0,1701.0,1856515.0,33771.0,36875893.0,29362.0,32030642.0
 09:55:00,10.87,10.94,10.84,10.89,85986.0,93707058.0,1453.0,1580486.0,42233.0,46048340.0,42300.0,46078232.0
 09:50:00,10.81,10.88,10.79,10.88,57962.0,62698335.0,1545.0,1668600.0,27538.0,29829345.0,28879.0,31200390.0
 09:45:00,10.84,10.84,10.79,10.81,52334.0,56594223.0,2593.0,2803590.0,31486.0,34052280.0,18255.0,19738353.0
 09:40:00,10.68,10.84,10.67,10.84,64699.0,69468087.0,289.0,309646.0,34988.0,37647734.0,29422.0,31510707.0
 09:35:00,10.69,10.74,10.68,10.68,69722.0,74623766.0,528.0,565916.0,31848.0,34110770.0,37346.0,39947080.0
 09:30:00,10.74,10.74,10.63,10.69,172264.0,184190009.0,4238.0,4531917.0,64466.0,68960610.0,103560.0,110697482.0
 09:25:00,10.75,10.75,10.75,10.75,29312.0,31510400.0,14656.0,15755200.0,0.0,0.0,0.0,0.0
