date,open,high,close,low,volume,amount
2017-05-26,19.1,19.42,19.2,19.01,655051.0,12605687.0
2017-05-25,19.0,19.4,19.2,18.5,1088128.0,20723704.0
2017-05-24,19.5,19.5,19.45,18.23,1596740.0,30122255.0
2017-05-23,20.28,20.28,19.37,19.24,1015931.0,20048950.0
2017-05-22,20.59,20.59,20.1,20.1,605699.0,12294892.0
2017-05-19,20.31,20.9,20.6,20.22,1353730.0,27956072.0
2017-05-18,20.8,20.8,20.35,20.32,1894447.0,38828401.0
2017-05-17,21.1,21.28,21.0,20.6,1594410.0,33390799.0
2017-05-16,20.5,21.34,21.1,19.93,1634520.0,33532157.0
2017-05-15,20.2,20.83,20.12,20.12,1396600.0,28456259.0
2017-05-12,21.25,21.45,21.0,20.14,2406539.0,49891010.0
2017-05-11,21.74,21.85,21.41,20.93,1898244.0,40390546.0
2017-05-10,22.0,22.27,21.86,21.82,710800.0,15667736.0
2017-05-09,22.49,22.49,22.18,21.79,1034031.0,22891796.0
2017-05-08,21.8,22.19,21.66,21.58,921420.0,20096839.0
2017-05-05,22.3,22.39,22.2,21.67,1303100.0,28537885.0
2017-05-04,22.4,22.85,22.32,22.0,1034254.0,23171427.0
2017-05-03,22.61,22.9,22.55,22.02,2126226.0,47834622.0
2017-05-02,22.16,23.44,22.68,22.11,2227230.0,50695799.0
2017-04-28,21.9,22.37,22.26,21.83,1278035.0,28179605.0
2017-04-27,21.9,22.15,21.95,21.31,1275624.0,27765990.0
2017-04-26,21.57,22.1,21.79,21.44,1268760.0,27652124.0
2017-04-25,21.2,22.2,21.58,21.07,1218326.0,26397278.0
2017-04-24,22.39,22.39,21.2,21.2,1301538.0,28074628.0
2017-04-21,22.34,22.78,22.19,22.0,809801.0,18202258.0
2017-04-20,22.52,22.9,22.5,22.22,1605190.0,36307273.0
2017-04-19,23.5,23.5,22.38,21.21,2602436.0,59086357.0
2017-04-18,24.09,24.69,23.55,23.55,1538100.0,37254483.0
2017-04-17,24.5,25.19,24.33,24.03,1913108.0,47015777.0
2017-04-14,25.98,26.0,24.27,24.02,3185173.0,79356943.0
2017-04-13,25.98,26.9,25.78,25.35,5389025.0,140055406.0
2017-04-12,24.74,26.81,26.81,24.17,7555350.0,192633287.0
2017-04-11,23.62,24.4,24.37,23.23,2195856.0,52319616.0
2017-04-10,24.3,24.56,23.5,23.38,2576279.0,61235092.0
2017-04-07,25.28,25.28,24.66,24.63,1457099.0,36272339.0
2017-04-06,24.88,25.28,24.99,24.72,1676545.0,41888343.0
2017-04-05,24.0,25.3,25.0,23.93,2664321.0,66114295.0
2017-03-31,24.25,24.5,24.03,23.85,1516484.0,36537352.0
2017-03-30,23.9,24.4,24.2,23.37,2600694.0,61916881.0
2017-03-29,23.2,24.5,24.0,22.87,4855641.0,115511918.0
2017-03-28,22.8,23.24,23.17,22.5,2496730.0,57299485.0
2017-03-27,22.96,22.96,22.47,22.21,1600473.0,35978499.0
2017-03-24,22.79,23.41,22.75,22.56,2557095.0,58710353.0
2017-03-23,23.02,23.05,22.85,22.41,2197740.0,49885646.0
2017-03-22,23.21,23.57,22.94,22.43,2946992.0,67530397.0
2017-03-21,22.2,23.0,23.0,22.2,3920571.0,89099959.0
2017-03-20,21.7,22.83,22.2,21.68,3795918.0,84564948.0
2017-03-17,21.61,22.18,21.7,21.59,2177218.0,47672935.0
2017-03-16,21.28,21.85,21.7,21.25,2396515.0,51758109.0
2017-03-15,21.14,21.33,21.29,20.92,1139257.0,24116888.0
2017-03-14,21.3,21.4,21.14,21.06,854990.0,18079150.0
2017-03-13,21.49,21.6,21.28,21.08,1476098.0,31359002.0
2017-03-10,21.41,21.84,21.49,21.41,1110186.0,23968221.0
2017-03-09,21.38,22.0,21.56,21.38,2408600.0,52368290.0
2017-03-08,21.5,21.66,21.39,21.35,1190759.0,25631971.0
2017-03-07,21.25,21.56,21.46,21.25,897404.0,19201197.0
2017-03-06,21.42,21.55,21.36,21.1,738362.0,15749213.0
2017-03-03,20.8,21.39,21.31,20.8,1226647.0,26067564.0
2017-03-02,21.35,21.57,20.95,20.92,1283430.0,27311886.0
2017-03-01,21.1,21.78,21.45,21.1,2383363.0,51300478.0
2017-02-28,20.99,21.1,21.08,20.91,718972.0,15111808.0
2017-02-27,21.03,21.19,21.0,20.93,810632.0,17086037.0
2017-02-24,21.03,21.21,21.02,20.9,1197131.0,25122891.0
2017-02-23,21.38,21.38,21.12,21.0,1217633.0,25675869.0
2017-02-22,21.15,21.54,21.37,21.15,980806.0,20908956.0
2017-02-21,21.28,21.5,21.36,21.18,1196303.0,25510519.0
2017-02-20,21.38,21.51,21.2,20.9,1472111.0,31152497.0
2017-02-17,21.21,21.8,21.41,21.21,1821473.0,39249527.0
2017-02-16,21.53,21.7,21.36,21.21,1179104.0,25248433.0
2017-02-15,21.3,22.21,21.6,21.3,3979527.0,86704929.0
2017-02-14,21.2,21.54,21.37,21.11,1487859.0,31831077.0
2017-02-13,21.0,21.35,21.21,20.85,1258762.0,26620124.0
2017-02-10,21.41,21.64,21.29,21.2,2300297.0,49201298.0
2017-02-09,20.4,22.28,21.81,20.33,4863091.0,105059500.0
2017-02-08,20.3,20.45,20.4,20.26,908766.0,18498872.0
2017-02-07,20.33,20.54,20.33,20.18,1062350.0,21632429.0
2017-02-06,20.17,20.8,20.4,20.17,1018633.0,20916977.0
2017-02-03,20.26,20.36,20.17,20.1,498211.0,10072557.0
2017-01-26,20.0,20.35,20.26,19.9,826809.0,16617398.0
2017-01-25,19.7,20.1,19.88,19.7,478871.0,9534633.0
2017-01-24,20.3,20.3,19.89,19.85,875500.0,17533550.0
2017-01-23,20.1,20.35,20.2,19.9,892225.0,18017700.0
2017-01-20,19.53,20.16,19.99,19.53,743676.0,14847579.0
2017-01-19,20.21,20.22,19.81,19.65,1406757.0,28050145.0
2017-01-18,20.5,20.57,20.43,18.0,2398727.0,48372624.0
2017-01-17,19.6,20.2,20.0,19.48,1278178.0,25376776.0
2017-01-16,20.64,21.2,19.81,19.0,2170989.0,44469693.0
2017-01-13,21.12,21.29,20.63,20.51,1577684.0,32975359.0
2017-01-12,21.95,22.17,21.12,20.81,1761123.0,37790654.0
2017-01-11,22.47,22.6,21.93,21.9,1900813.0,42129164.0
2017-01-10,22.56,22.8,22.56,22.42,1332642.0,30219397.0
2017-01-09,22.6,22.85,22.57,22.41,1330362.0,30041637.0
2017-01-06,22.6,23.35,22.69,22.3,3338180.0,76032602.0
2017-01-05,22.6,23.69,22.93,22.33,3019065.0,69500781.0
2017-01-04,22.47,22.69,22.56,22.25,1768756.0,39800619.0
