time,price,pchange,change,volume,amount,type
14:11:42,20.96,-3.59,0.0,1,2096,sell
14:11:33,20.96,-3.59,0.0,1,2096,sell
14:11:21,20.96,-3.59,-0.01,28,58688,sell
14:11:15,20.97,-3.54,0.0,18,37746,sell
14:11:09,20.97,-3.54,-0.01,1,2097,sell
14:11:06,20.98,-3.50,0.01,4,8392,buy
14:11:03,20.97,-3.54,-0.02,15,31455,sell
14:10:51,20.99,-3.45,-0.01,10,20990,sell
14:10:42,21.0,-3.40,0.0,1,2100,buy
14:10:36,21.0,-3.40,0.0,10,21000,sell
14:10:09,21.0,-3.40,-0.01,52,110838,sell
14:10:06,21.01,-3.36,0.0,4,8404,buy
14:10:03,21.01,-3.36,-0.02,14,29414,sell
14:10:00,21.03,-3.27,0.0,4,8412,buy
14:09:54,21.03,-3.27,-0.01,5,10515,sell
14:09:48,21.04,-3.22,-0.02,13,27352,sell
14:09:42,21.06,-3.13,0.01,10,21060,buy
14:09:39,21.05,-3.17,0.0,22,46310,sell
14:09:33,21.05,-3.17,-0.01,11,23155,sell
14:09:12,21.06,-3.13,-0.01,4,8424,sell
14:09:06,21.07,-3.08,0.01,12,25284,buy
14:09:03,21.06,-3.13,0.0,2,4212,sell
14:09:00,21.06,-3.13,0.0,10,21060,sell
14:08:57,21.06,-3.13,0.0,1,2106,sell
14:08:51,21.06,-3.13,0.0,17,35802,sell
14:08:30,21.06,-3.13,0.0,5,10530,sell
14:08:21,21.06,-3.13,0.0,5,10530,sell
14:08:12,21.06,-3.13,0.0,1,2106,sell
14:08:09,21.06,-3.13,-0.01,8,16848,sell
14:08:06,21.07,-3.08,0.01,4,8428,buy
14:07:51,21.06,-3.13,-0.02,14,29484,sell
14:07:27,21.08,-3.04,0.0,4,8432,buy
14:07:15,21.08,-3.04,0.02,10,21080,buy
14:07:09,21.06,-3.13,-0.01,5,10530,sell
14:07:06,21.07,-3.08,0.0,3,6321,norm
14:06:54,21.07,-3.08,-0.01,2,4214,buy
14:06:42,21.08,-3.04,0.01,77,162316,buy
14:06:39,21.07,-3.08,0.0,12,25284,sell
14:06:24,21.07,-3.08,-0.01,1,2107,sell
14:06:18,21.08,-3.04,0.01,5,10540,buy
14:06:15,21.07,-3.08,-0.01,2,4214,sell
14:06:12,21.08,-3.04,0.0,5,10540,buy
14:06:06,21.08,-3.04,0.0,5,10540,buy
14:05:57,21.08,-3.04,0.0,5,10540,buy
14:05:45,21.08,-3.04,0.01,10,21080,buy
14:05:42,21.07,-3.08,0.0,1,2107,sell
14:05:39,21.07,-3.08,0.0,1,2107,buy
14:05:36,21.07,-3.08,0.0,1,2107,buy
14:05:36,21.07,-3.08,0.0,1,2107,norm
14:05:36,21.07,-3.08,0.0,1,2107,buy
14:05:21,21.07,-3.08,0.0,5,10535,buy
14:05:09,21.07,-3.08,0.0,22,46354,buy
14:05:06,21.07,-3.08,0.0,4,8428,buy
14:04:54,21.07,-3.08,0.03,3,6321,norm
14:04:42,21.04,-3.22,0.0,4,8416,buy
14:04:39,21.04,-3.22,0.01,2,4208,buy
14:04:27,21.03,-3.27,0.01,6,12618,buy
14:04:18,21.02,-3.31,-0.01,13,27326,sell
14:04:09,21.03,-3.27,0.01,33,69399,buy
14:04:06,21.02,-3.31,-0.01,10,21020,sell
14:04:03,21.03,-3.27,0.01,86,180858,buy
14:03:54,21.02,-3.31,0.02,3,6306,buy
14:03:39,21.0,-3.40,0.01,27,56700,buy
14:03:36,20.99,-3.45,0.01,4,8396,buy
14:03:21,20.98,-3.50,0.0,0,1070,buy
14:03:18,20.98,-3.50,0.0,3,6294,buy
14:03:06,20.98,-3.50,0.02,4,8392,buy
14:02:36,20.96,-3.59,0.0,3,6288,buy
14:02:30,20.96,-3.59,0.0,3,6288,buy
14:02:06,20.96,-3.59,0.02,4,8384,buy
14:01:57,20.94,-3.68,-0.01,1,2094,sell
14:01:54,20.95,-3.63,0.0,5,10475,buy
14:01:51,20.95,-3.63,0.0,17,35615,buy
14:01:48,20.95,-3.63,0.0,13,27235,buy
14:01:15,20.95,-3.63,0.01,70,146650,buy
14:01:12,20.94,-3.68,0.0,4,8376,buy
14:01:06,20.94,-3.68,0.0,4,8376,buy
14:00:48,20.94,-3.68,0.0,10,20940,buy
14:00:39,20.94,-3.68,0.0,1,2094,buy
14:00:33,20.94,-3.68,0.0,5,10470,buy
14:00:27,20.94,-3.68,0.0,9,18846,sell
14:00:21,20.94,-3.68,-0.01,1,2094,sell
14:00:06,20.95,-3.63,0.01,4,8380,buy
14:00:00,20.94,-3.68,0.01,92,192648,buy
13:59:51,20.93,-3.73,0.0,8,16744,sell
13:59:39,20.93,-3.73,0.0,2,4186,sell
13:59:30,20.93,-3.73,0.0,9,18837,buy
13:59:21,20.93,-3.73,0.0,4,8372,sell
13:59:12,20.93,-3.73,-0.01,1,2093,sell
13:59:06,20.94,-3.68,0.04,4,8376,buy
13:59:00,20.9,-3.86,-0.03,10,20900,sell
13:58:51,20.93,-3.73,0.03,20,41860,buy
13:58:36,20.9,-3.86,0.0,1,2090,sell
13:58:09,20.9,-3.86,-0.04,1,2090,sell
13:58:06,20.94,-3.68,0.0,4,8376,buy
13:57:45,20.94,-3.68,0.04,1,2094,buy
13:57:33,20.9,-3.86,-0.04,60,125400,sell
13:56:57,20.94,-3.68,0.02,5,10470,buy
13:56:48,20.92,-3.77,0.0,10,20920,buy
13:56:45,20.92,-3.77,0.01,20,41840,buy
13:56:42,20.91,-3.82,0.0,13,27183,buy
13:56:27,20.91,-3.82,0.0,7,14637,norm
13:56:27,20.91,-3.82,0.0,7,14637,sell
13:56:21,20.91,-3.82,0.0,1,2091,sell
13:55:57,20.91,-3.82,-0.01,1,2091,sell
13:55:48,20.92,-3.77,0.01,2,4184,buy
13:55:36,20.91,-3.82,0.01,1,2091,norm
13:55:03,20.9,-3.86,-0.02,20,41800,sell
13:54:54,20.92,-3.77,0.0,22,46024,buy
13:54:51,20.92,-3.77,0.01,10,20920,buy
13:54:09,20.91,-3.82,0.0,1,2091,sell
13:54:06,20.91,-3.82,0.01,31,64821,buy
13:54:03,20.9,-3.86,0.0,3,6270,sell
13:53:39,20.9,-3.86,0.0,1,2090,sell
13:53:24,20.9,-3.86,-0.01,4,8360,sell
13:53:09,20.91,-3.82,0.0,24,50184,sell
13:53:06,20.91,-3.82,0.0,19,39729,buy
13:53:00,20.91,-3.82,0.0,1,2091,sell
13:52:54,20.91,-3.82,-0.01,2,4182,sell
13:52:51,20.92,-3.77,0.0,1,2092,buy
13:52:45,20.92,-3.77,0.01,1,2092,buy
13:52:18,20.91,-3.82,0.0,2,4182,norm
13:52:03,20.91,-3.82,0.0,6,12546,sell
13:51:51,20.91,-3.82,0.0,1,2091,sell
13:51:42,20.91,-3.82,-0.02,1,2091,sell
13:51:27,20.93,-3.73,0.02,6,12558,buy
13:51:21,20.91,-3.82,-0.02,4,8364,sell
13:50:48,20.93,-3.73,0.02,16,33488,buy
13:50:36,20.91,-3.82,-0.02,1,2091,norm
13:49:48,20.93,-3.73,0.0,1,2093,buy
13:48:24,20.93,-3.73,0.05,1,2093,buy
13:48:21,20.88,-3.96,-0.03,5,10440,sell
13:48:18,20.91,-3.82,0.03,1,2091,norm
13:47:36,20.88,-3.96,0.0,7,14616,buy
13:47:30,20.88,-3.96,0.0,12,25056,buy
13:47:24,20.88,-3.96,0.0,6,12528,norm
13:47:24,20.88,-3.96,-0.01,6,12528,sell
13:46:54,20.89,-3.91,0.01,24,50136,buy
13:46:12,20.88,-3.96,-0.01,5,10440,norm
13:45:12,20.89,-3.91,0.02,1,2089,buy
13:45:06,20.87,-4.00,0.0,3,6261,sell
13:44:57,20.87,-4.00,-0.02,4,8348,norm
13:44:24,20.89,-3.91,-0.01,6,12534,sell
13:44:15,20.9,-3.86,-0.03,3,6270,sell
13:43:33,20.93,-3.73,0.0,11,23023,sell
13:43:21,20.93,-3.73,0.0,24,50232,buy
13:43:12,20.93,-3.73,0.0,5,10465,sell
13:42:21,20.93,-3.73,-0.02,1,2093,sell
13:42:09,20.95,-3.63,-0.03,21,43995,sell
13:41:57,20.98,-3.50,-0.01,4,8392,sell
13:41:39,20.99,-3.45,0.0,2,4198,sell
13:41:30,20.99,-3.45,0.0,1,2099,sell
13:41:21,20.99,-3.45,0.0,16,33584,buy
13:41:00,20.99,-3.45,-0.01,3,6297,norm
13:40:54,21.0,-3.40,0.0,5,10500,buy
13:40:39,21.0,-3.40,0.01,1,2100,buy
13:40:36,20.99,-3.45,0.0,13,27287,sell
13:40:30,20.99,-3.45,-0.01,2,4198,sell
13:40:27,21.0,-3.40,0.0,1,2100,buy
13:40:15,21.0,-3.40,0.0,2,4200,buy
13:40:09,21.0,-3.40,0.0,2,4200,buy
13:39:51,21.0,-3.40,0.0,1,2100,buy
13:39:42,21.0,-3.40,0.0,14,29400,sell
13:39:36,21.0,-3.40,-0.01,6,12600,sell
13:39:30,21.01,-3.36,0.0,4,8404,sell
13:39:18,21.01,-3.36,-0.01,12,25212,norm
13:39:06,21.02,-3.31,0.0,3,6306,buy
13:39:03,21.02,-3.31,-0.01,18,37836,sell
13:38:54,21.03,-3.27,0.0,12,25236,sell
13:38:33,21.03,-3.27,0.0,8,16824,buy
13:38:21,21.03,-3.27,0.0,9,18927,norm
13:38:21,21.03,-3.27,0.0,9,18927,buy
13:38:06,21.03,-3.27,-0.01,6,12618,sell
13:38:00,21.04,-3.22,0.01,8,16832,buy
13:37:51,21.03,-3.27,0.0,2,4206,sell
13:37:48,21.03,-3.27,-0.01,10,21030,sell
13:37:45,21.04,-3.22,0.0,1,2104,buy
13:37:42,21.04,-3.22,0.02,3,6312,buy
13:37:33,21.02,-3.31,-0.02,5,10510,sell
13:37:24,21.04,-3.22,0.0,5,10520,buy
13:37:21,21.04,-3.22,0.02,25,52600,buy
13:37:15,21.02,-3.31,-0.02,1,2102,sell
13:37:09,21.04,-3.22,0.02,48,100992,buy
13:37:06,21.02,-3.31,-0.02,11,23122,sell
13:37:00,21.04,-3.22,0.01,14,29456,buy
13:36:54,21.03,-3.27,0.0,10,21030,buy
13:36:42,21.03,-3.27,0.03,19,39957,buy
13:36:30,21.0,-3.40,0.0,3,6300,sell
13:36:24,21.0,-3.40,0.0,13,27300,buy
13:36:12,21.0,-3.40,0.01,15,31500,buy
13:36:06,20.99,-3.45,-0.01,5,10495,sell
13:35:33,21.0,-3.40,-0.01,3,6300,buy
13:35:24,21.01,-3.36,0.0,6,12606,sell
13:35:21,21.01,-3.36,0.02,27,56727,buy
13:35:06,20.99,-3.45,-0.02,1,2099,norm
13:34:48,21.01,-3.36,0.02,10,21010,buy
13:34:42,20.99,-3.45,-0.01,6,12594,sell
13:34:18,21.0,-3.40,0.0,4,8400,sell
13:34:12,21.0,-3.40,0.0,17,35700,sell
13:34:09,21.0,-3.40,-0.01,2,4200,sell
13:34:00,21.01,-3.36,-0.01,39,81939,sell
13:33:57,21.02,-3.31,0.0,6,12612,buy
13:33:33,21.02,-3.31,0.0,20,42040,buy
13:33:27,21.02,-3.31,-0.01,10,21020,buy
13:33:15,21.03,-3.27,0.01,10,21030,buy
13:33:09,21.02,-3.31,0.0,4,8408,buy
13:33:06,21.02,-3.31,0.0,5,10510,buy
13:33:03,21.02,-3.31,0.0,1,2102,buy
13:33:00,21.02,-3.31,-0.02,3,6306,buy
13:32:48,21.04,-3.22,0.0,143,300872,buy
13:32:42,21.04,-3.22,0.04,105,220920,buy
13:32:39,21.0,-3.40,0.0,14,29400,buy
13:32:30,21.0,-3.40,0.02,123,258300,buy
13:32:27,20.98,-3.50,-0.01,8,16784,sell
13:32:24,20.99,-3.45,0.0,7,14693,buy
13:32:18,20.99,-3.45,0.01,26,54574,buy
13:32:15,20.98,-3.50,-0.01,31,65038,sell
13:32:06,20.99,-3.45,0.0,12,25188,buy
13:32:03,20.99,-3.45,0.01,10,20990,buy
13:31:54,20.98,-3.50,0.03,19,39862,buy
13:31:36,20.95,-3.63,0.0,2,4190,buy
13:31:21,20.95,-3.63,0.0,5,10475,buy
13:31:12,20.95,-3.63,0.0,5,10475,sell
13:31:06,20.95,-3.63,0.0,10,20950,sell
13:31:03,20.95,-3.63,0.0,1,2095,buy
13:30:48,20.95,-3.63,0.0,4,8380,buy
13:30:45,20.95,-3.63,0.0,1,2095,buy
13:30:21,20.95,-3.63,0.01,12,25140,buy
13:30:12,20.94,-3.68,0.03,5,10470,buy
13:30:06,20.91,-3.82,0.0,10,20910,sell
13:30:03,20.91,-3.82,0.0,30,62730,sell
13:29:27,20.91,-3.82,0.0,2,4182,sell
13:29:18,20.91,-3.82,0.0,13,27183,sell
13:29:18,20.91,-3.82,0.0,13,27183,norm
13:29:18,20.91,-3.82,0.0,13,27183,buy
13:28:51,20.91,-3.82,0.05,18,37638,buy
13:28:33,20.86,-4.05,0.0,14,29204,sell
13:28:30,20.86,-4.05,0.01,2,4172,norm
13:27:45,20.85,-4.09,0.0,19,39615,sell
13:27:36,20.85,-4.09,-0.05,4,8340,sell
13:27:18,20.9,-3.86,0.0,3,6270,buy
13:27:15,20.9,-3.86,0.0,10,20900,buy
13:27:00,20.9,-3.86,0.0,1,2090,sell
13:26:54,20.9,-3.86,0.0,3,6270,norm
13:26:33,20.9,-3.86,0.0,20,41800,sell
13:26:18,20.9,-3.86,-0.01,10,20900,sell
13:26:06,20.91,-3.82,-0.04,3,6273,sell
13:25:54,20.95,-3.63,0.0,10,20950,buy
13:25:42,20.95,-3.63,0.0,17,35615,buy
13:25:39,20.95,-3.63,0.0,3,6285,buy
13:25:27,20.95,-3.63,0.04,2,4190,buy
13:25:24,20.91,-3.82,-0.01,3,6273,sell
13:25:21,20.92,-3.77,-0.03,13,27196,sell
13:25:18,20.95,-3.63,0.0,11,23045,buy
13:25:15,20.95,-3.63,0.0,5,10475,buy
