time,price,pchange,change,volume,amount,type
15:00:03,11.05,+2.22,0.01,16259,17966615,buy
14:57:00,11.04,+2.13,-0.01,268,295872,sell
14:56:57,11.05,+2.22,0.01,701,774605,buy
14:56:54,11.04,+2.13,0.0,480,529920,norm
14:56:54,11.04,+2.13,0.0,480,529920,sell
14:56:51,11.04,+2.13,-0.01,873,963792,sell
14:56:48,11.05,+2.22,0.0,609,672945,buy
14:56:45,11.05,+2.22,0.0,1257,1388985,buy
14:56:42,11.05,+2.22,0.0,58,64090,buy
14:56:39,11.05,+2.22,0.01,478,528190,buy
14:56:36,11.04,+2.13,-0.01,245,270480,sell
14:56:33,11.05,+2.22,0.0,198,218790,buy
14:56:30,11.05,+2.22,0.01,486,537030,buy
14:56:27,11.04,+2.13,-0.01,319,352176,sell
14:56:24,11.05,+2.22,0.01,599,661895,buy
14:56:21,11.04,+2.13,0.0,338,373152,sell
14:56:18,11.04,+2.13,-0.01,224,247296,sell
14:56:15,11.05,+2.22,0.01,424,468520,buy
14:56:12,11.04,+2.13,-0.01,121,133584,sell
14:56:09,11.05,+2.22,0.0,212,234260,buy
14:56:06,11.05,+2.22,0.01,180,198900,buy
14:56:03,11.04,+2.13,0.0,81,89645,sell
14:56:00,11.04,+2.13,-0.01,43,47472,sell
14:55:57,11.05,+2.22,0.0,98,108290,buy
14:55:54,11.05,+2.22,0.01,711,785655,buy
14:55:51,11.04,+2.13,0.0,395,436080,buy
14:55:48,11.04,+2.13,-0.01,404,446016,sell
14:55:45,11.05,+2.22,0.0,1331,1470755,buy
14:55:42,11.05,+2.22,0.0,995,1099917,sell
14:55:39,11.05,+2.22,0.0,166,184093,buy
14:55:36,11.05,+2.22,0.01,171,188955,buy
14:55:33,11.04,+2.13,-0.01,4266,4709664,sell
14:55:30,11.05,+2.22,0.0,212,234260,sell
14:55:27,11.05,+2.22,0.0,116,128180,sell
14:55:24,11.05,+2.22,0.0,329,363545,sell
14:55:21,11.05,+2.22,0.0,241,266305,sell
14:55:18,11.05,+2.22,0.0,457,505317,buy
14:55:15,11.05,+2.22,0.0,357,395148,buy
14:55:12,11.05,+2.22,0.0,646,713830,buy
14:55:09,11.05,+2.22,0.01,440,486200,buy
14:55:06,11.04,+2.13,-0.01,114,125856,sell
14:55:03,11.05,+2.22,0.01,451,498355,buy
14:55:00,11.04,+2.13,-0.01,158,174432,sell
14:54:57,11.05,+2.22,0.01,183,202215,buy
14:54:54,11.04,+2.13,0.0,67,73968,sell
14:54:51,11.04,+2.13,0.0,719,793776,buy
14:54:48,11.04,+2.13,-0.01,219,241964,sell
14:54:45,11.05,+2.22,0.01,309,341445,buy
14:54:42,11.04,+2.13,-0.01,91,100464,sell
14:54:39,11.05,+2.22,0.01,335,370175,buy
14:54:36,11.04,+2.13,-0.01,68,75072,sell
14:54:33,11.05,+2.22,0.0,19,20995,buy
