time,price,pchange,change,volume,amount,type
15:00:03,4.81,+1.69,0.0,489,235209,buy
14:57:00,4.81,+1.69,0.0,52,25012,buy
14:56:51,4.81,+1.69,0.01,71,34151,buy
14:56:48,4.8,+1.48,-0.01,25,12000,sell
14:56:42,4.81,+1.69,0.0,5,2405,buy
14:56:36,4.81,+1.69,0.0,50,24050,buy
14:56:30,4.81,+1.69,0.0,6,2886,buy
14:56:24,4.81,+1.69,0.01,40,19240,buy
14:56:15,4.8,+1.48,-0.01,20,9600,sell
14:56:00,4.81,+1.69,0.0,129,62049,buy
14:55:57,4.81,+1.69,0.0,61,29341,buy
14:55:51,4.81,+1.69,0.01,3,1443,buy
14:55:48,4.8,+1.48,-0.01,52,24960,sell
14:55:42,4.81,+1.69,0.01,29,13949,buy
14:55:39,4.8,+1.48,0.0,94,45120,sell
14:55:33,4.8,+1.48,0.0,50,24000,sell
14:55:30,4.8,+1.48,0.0,35,16800,sell
14:55:15,4.8,+1.48,0.0,6,2880,sell
14:55:09,4.8,+1.48,-0.01,5,2400,sell
14:54:54,4.81,+1.69,0.0,3,1443,buy
14:54:42,4.81,+1.69,0.0,44,21164,buy
14:54:15,4.81,+1.69,0.0,25,12025,buy
14:54:12,4.81,+1.69,0.0,8,3848,buy
14:54:03,4.81,+1.69,0.0,1,481,buy
14:53:57,4.81,+1.69,0.0,130,62530,buy
14:53:54,4.81,+1.69,0.0,4,1924,buy
14:53:51,4.81,+1.69,0.0,2,962,buy
14:53:39,4.81,+1.69,0.0,59,28379,buy
14:53:33,4.81,+1.69,0.0,14,6734,buy
14:53:21,4.81,+1.69,0.0,10,4810,buy
14:53:00,4.81,+1.69,0.0,104,50024,buy
14:52:48,4.81,+1.69,0.01,21,10101,buy
14:52:45,4.8,+1.48,-0.01,20,9600,sell
14:52:42,4.81,+1.69,0.0,57,27417,buy
14:52:39,4.81,+1.69,0.01,3,1443,buy
14:52:30,4.8,+1.48,-0.01,67,32160,sell
14:52:24,4.81,+1.69,0.0,18,8658,buy
14:52:18,4.81,+1.69,0.0,11,5291,buy
14:52:03,4.81,+1.69,0.0,7,3367,buy
