Date,Open,High,Low,Close,Volume,Adj Close
2016-02-04,80.15,86.11,80.11,84.55,14555358.0,84.55
2016-02-03,74.97,79.09,74.65,78.65,9597928.0,78.65
2016-02-02,72.7,76.77,72.02,75.7,8403592.0,75.7
2016-02-01,76.0,76.5,71.3,72.59,9300339.0,72.59
2016-01-29,75.91,78.78,75.3,77.45,11651538.0,77.45
2016-01-28,78.22,81.99,74.5,76.01,7143242.0,76.01
2016-01-27,78.0,81.02,73.8,80.02,9475035.0,80.02
2016-01-26,85.2,85.98,78.05,78.05,11270248.0,78.05
2016-01-25,89.61,90.24,86.0,86.72,7364066.0,86.72
2016-01-22,85.0,91.6,85.0,89.6,8150507.0,89.6
2016-01-21,93.8,94.2,88.0,88.32,9215387.0,88.32
2016-01-20,98.22,99.45,94.28,95.98,10102402.0,95.98
2016-01-19,99.15,101.5,96.0,101.18,8735293.0,101.18
2016-01-18,98.15,102.7,98.0,100.31,6187160.0,100.31
2016-01-15,103.32,103.76,99.2,100.34,5090040.0,100.34
2016-01-14,97.0,104.75,96.0,104.34,7099357.0,104.34
2016-01-13,104.0,105.81,100.0,100.18,6477904.0,100.18
2016-01-12,102.0,105.95,99.8,103.99,7174702.0,103.99
2016-01-11,104.15,109.28,100.01,101.0,8847537.0,101.0
2016-01-08,96.51,106.05,94.0,106.05,10065819.0,106.05
2016-01-07,103.8,103.81,96.0,96.43,2605152.0,96.43
2016-01-06,105.85,106.95,103.0,105.92,6504377.0,105.92
2016-01-05,101.1,107.76,98.15,104.0,11107068.0,104.0
2016-01-04,121.02,121.5,108.0,108.0,7285688.0,108.0
2015-12-31,120.68,123.86,120.0,120.0,6738059.0,120.0
2015-12-30,124.2,124.4,120.8,121.51,7605962.0,121.51
2015-12-29,126.89,127.48,122.56,124.42,7832920.0,124.42
2015-12-28,127.55,131.0,124.61,126.8,10230893.0,126.8
2015-12-25,129.9,129.9,125.29,127.55,6633355.0,127.55
2015-12-24,124.8,131.45,123.0,128.9,9195396.0,128.9
2015-12-23,130.0,133.0,125.71,126.25,9700347.0,126.25
2015-12-22,130.5,134.0,127.5,129.7,10480490.0,129.7
2015-12-21,134.18,139.4,127.1,131.0,20008504.0,131.0
2015-12-18,116.88,130.54,115.15,130.54,16147697.0,130.54
2015-12-17,117.0,124.08,116.8,118.67,12889596.0,118.67
2015-12-16,112.65,114.94,110.88,114.9,9809512.0,114.9
2015-12-15,106.9,113.82,105.19,112.6,12713878.0,112.6
2015-12-14,102.7,110.9,102.5,106.99,8352534.0,106.99
