date,open,high,close,low,volume,adj close
2011-01-03,15.18,15.43,15.31,15.04,245000,12.20389
2011-01-04,15.34,15.34,15.12,14.77,214200,12.052437
2011-01-05,15.04,15.37,15.35,14.95,137300,12.235775
2011-01-06,15.41,15.81,15.7,15.41,283000,12.514766
2011-01-07,15.79,16.110001,15.92,15.69,281700,12.690132
2011-01-10,15.92,16.49,16.16,15.9,344500,12.88144
2011-01-11,16.219998999999998,16.26,16.120001000000002,16.0,231200,12.849556
2011-01-12,16.280001000000002,16.360001,16.219998999999998,16.129998999999998,183200,12.929267
2011-01-13,16.15,16.34,16.280001000000002,15.94,242600,12.977095
2011-01-14,16.200001,16.5,16.450001,16.08,166600,13.112606
2011-01-18,16.549999,17.280001000000002,17.040001,16.549999,453200,13.582906
2011-01-19,17.110001,17.209999,16.879998999999998,16.77,325600,13.455365
2011-01-20,16.780001000000002,16.879998999999998,16.66,16.52,274400,13.28
2011-01-21,16.790001,17.139999,17.049999,16.73,277000,13.590876000000002
2011-01-24,17.139999,17.190001000000002,16.959999,16.870001000000002,185100,13.519135
2011-01-25,16.860001,17.57,17.27,16.700001,408600,13.766243
2011-01-26,17.370001000000002,17.73,17.42,17.209999,344800,13.88581
2011-01-27,17.51,17.57,17.309998999999998,17.209999,178600,13.798127
2011-01-28,17.33,17.42,16.889999,16.85,311400,13.463337
2011-01-31,17.17,17.709999,17.450001,17.17,417900,13.909724
2011-02-01,17.84,18.08,18.02,17.440001000000002,414800,14.364082000000002
2011-02-02,18.0,18.0,17.65,17.610001,259300,14.069147
2011-02-03,17.65,17.77,17.6,17.5,311100,14.029292000000002
2011-02-04,17.559998999999998,17.950001,17.870001000000006,17.459999,273500,14.244514
2011-02-07,17.93,18.42,18.389999,17.93,267900,14.659015
2011-02-08,18.4,18.5,18.41,17.92,172300,14.674957999999998
2011-02-09,18.08,18.42,18.41,18.0,247700,14.674957999999998
2011-02-10,18.33,18.35,18.34,18.0,240400,14.61916
2011-02-11,18.18,18.67,18.67,18.129999,198500,14.882209
2011-02-14,18.530001,19.0,18.98,18.52,245900,15.129315
2011-02-15,18.969999,19.1,18.83,18.58,262000,15.009748000000002
2011-02-16,18.879999,19.26,19.24,18.75,242500,15.336566
2011-02-17,19.209999,19.469999,19.34,19.120001,256600,15.416279
2011-02-18,19.389999,19.389999,18.950001,18.83,313300,15.105403
2011-02-22,18.780001,18.799999,18.26,18.120001,337300,14.55539
2011-02-23,18.33,18.690001,18.48,18.1,249900,14.730756
2011-02-24,18.530001,18.6,18.26,18.200001,206300,14.55539
2011-02-25,18.290001,19.049999,18.99,18.290001,291800,15.137287
2011-02-28,19.23,19.389999,19.059999,18.860001,276300,15.193085
2011-03-01,18.82,19.08,18.93,18.5,321900,15.08946
2011-03-02,18.889999,19.110001,19.0,18.610001,490800,15.145257999999998
2011-03-03,19.139999,19.74,19.41,18.940001,399000,15.472077
2011-03-04,19.4,19.65,19.58,19.27,287300,15.607587
2011-03-07,19.6,19.73,19.34,19.24,312600,15.416279
2011-03-08,19.309999,19.68,19.42,19.139999,203200,15.480048000000002
2011-03-09,19.15,19.209999,18.5,18.5,318500,14.97808
2011-03-10,18.200001,18.299999,17.82,17.42,466700,14.427534
2011-03-11,17.82,19.52,18.639999,17.5,796300,15.091427
2011-03-14,19.200001,20.530001,20.32,19.200001,2037500,16.451598999999998
2011-03-15,20.049999,21.450001,21.309999,19.940001,1880700,17.253128
2011-03-16,22.67,22.67,21.84,21.65,2307600,17.68223
2011-03-17,22.57,24.09,23.959999,22.32,2841100,19.398636
2011-03-18,24.0,24.0,22.959999,22.0,2061600,18.58901
2011-03-21,23.16,23.93,23.51,23.040001,1172100,19.034306
2011-03-22,23.91,24.870001,24.15,23.77,1530500,19.552466
2011-03-23,24.1,24.450001,24.01,23.450001,1034500,19.439119
2011-03-24,24.110001,24.450001,24.24,23.780001,543800,19.625332
2011-03-25,24.450001,25.120001,24.790001,24.450001,826400,20.070627
2011-03-28,24.99,24.99,24.75,24.379999,643200,20.038242
2011-03-29,24.66,24.66,24.309999,24.1,565200,19.682006
2011-03-30,23.299999,24.530001,24.23,22.469999,1856500,19.617236
2011-03-31,24.940001,25.959999,25.58,24.75,1198600,20.710231
2011-04-01,26.870001,27.09,26.23,26.01,1126000,21.236488
2011-04-04,26.67,28.92,28.530001,26.549999,1437300,23.098628
2011-04-05,28.290001,28.879999,28.299999,27.82,922200,22.912413
2011-04-06,29.73,29.73,28.43,27.34,1040400,23.017665
2011-04-07,28.09,28.190001,28.120001,27.51,794600,22.766682
2011-04-08,28.92,28.950001,26.950001,26.65,869200,21.819419
2011-04-11,27.4,27.9,27.200001,26.93,536200,22.021826
2011-04-12,27.73,27.799999,26.799999,26.16,503500,21.697974
2011-04-13,27.74,27.780001,26.790001,26.379999,333100,21.689879
