time,stkVal,cash,dret,val,downLow,downHigh,downDay,downKMax
2011-03-04,311507.895089,795739.258782,-0.0616020502804257,1107247.153871,1107247.153871,1107929.661258,9.0,-0.018230391807544644
2011-03-07,301578.235049,795739.258782,-0.8967880391731261,1097317.493831,1097317.493831,1107929.661258,9.0,-0.018230391807544644
2011-03-08,306970.010772,795739.258782,0.49135967970182154,1102709.269554,1097317.493831,1107929.661258,9.0,-0.018230391807544644
2011-03-09,295623.430372,795739.258782,-1.0289729771283516,1091362.689154,1091362.689154,1107929.661258,9.0,-0.018230391807544644
2011-03-10,282332.59600300004,795739.258782,-1.2178201161799664,1078071.854785,1078071.854785,1107929.661258,9.0,-0.026949189571382984
2011-03-11,292352.895166,795739.258782,0.9294648699458482,1088092.1539480002,1078071.854785,1107929.661258,9.0,-0.026949189571382984
2011-03-14,306038.722447,795739.258782,1.257782002318703,1101777.981229,1078071.854785,1107929.661258,12.0,-0.026949189571382984
2011-03-15,308373.731484,795739.258782,0.21193099488113404,1104112.990266,1078071.854785,1107929.661258,13.0,-0.026949189571382984
2011-03-16,310636.350343,795739.258782,0.20492638696832416,1106375.609125,1078071.854785,1107929.661258,14.0,-0.026949189571382984
2011-03-17,328586.888141,795739.258782,1.6224632620197212,1124326.146923,1124326.146923,1124326.146923,14.0,-0.026949189571382984
2011-03-18,324132.207842,795739.258782,-0.3962089035455798,1119871.466624,1119871.466624,1124326.146923,14.0,-0.026949189571382984
2011-03-21,333444.731343,795739.258782,0.8315707452636264,1129183.990125,1129183.990125,1129183.990125,14.0,-0.026949189571382984
2011-03-22,334197.180881,795739.258782,0.06663657513569886,1129936.439663,1129936.439663,1129936.439663,14.0,-0.026949189571382984
2011-03-23,337467.698794,795739.258782,0.28944264457703606,1133206.9575760001,1133206.9575760001,1133206.9575760001,14.0,-0.026949189571382984
2011-03-24,342188.138357,795739.258782,0.4165558225213503,1137927.397139,1137927.397139,1137927.397139,14.0,-0.026949189571382984
2011-03-25,346660.27089100005,795739.258782,0.3930068425493592,1142399.529673,1142399.529673,1142399.529673,14.0,-0.026949189571382984
2011-03-28,346457.097813,795739.258782,-0.017784765550300605,1142196.356595,1142196.356595,1142399.529673,14.0,-0.026949189571382984
2011-03-29,340787.10134,795739.258782,-0.49641171067142414,1136526.360122,1136526.360122,1142399.529673,14.0,-0.026949189571382984
2011-03-30,344752.736858,795739.258782,0.3489259604655633,1140491.99564,1136526.360122,1142399.529673,14.0,-0.026949189571382984
2011-03-31,355942.668108,795739.258782,0.9811494769606471,1151681.92689,1151681.92689,1151681.92689,14.0,-0.026949189571382984
2011-04-01,361313.056739,795739.258782,0.46630831878226475,1157052.315521,1157052.315521,1157052.315521,14.0,-0.026949189571382984
2011-04-04,381973.500039,795739.258782,1.785610125216951,1177712.758821,1177712.758821,1177712.758821,14.0,-0.026949189571382984
2011-04-05,377721.453777,795739.258782,-0.3610427271125671,1173460.7125590001,1173460.7125590001,1177712.758821,14.0,-0.026949189571382984
2011-04-06,402466.656554,795739.258782,2.1087372173745234,1198205.915336,1198205.915336,1198205.915336,14.0,-0.026949189571382984
2011-04-07,397652.16512200003,795739.258782,-0.4018083511672429,1193391.423904,1193391.423904,1198205.915336,14.0,-0.026949189571382984
2011-04-08,384019.443025,795739.258782,-1.142351270834737,1179758.701807,1179758.701807,1198205.915336,14.0,-0.026949189571382984
2011-04-11,397507.36257600004,795739.258782,1.1432778186201298,1193246.6213580002,1179758.701807,1198205.915336,14.0,-0.026949189571382984
2011-04-12,385014.12279100006,795739.258782,-1.0469956135959568,1180753.381573,1179758.701807,1198205.915336,14.0,-0.026949189571382984
2011-04-13,382269.902438,795739.258782,-0.23241266091857515,1178009.1612200001,1178009.1612200001,1198205.915336,14.0,-0.026949189571382984
2011-04-14,377990.117684,795739.258782,-0.363306576458862,1173729.376466,1173729.376466,1198205.915336,14.0,-0.026949189571382984
2011-04-15,390529.841914,795739.258782,1.0683658841151358,1186269.100696,1173729.376466,1198205.915336,14.0,-0.026949189571382984
2011-04-18,369601.784401,795739.258782,-1.764191404860938,1165341.043183,1165341.043183,1198205.915336,14.0,-0.02742840085527706
2011-04-19,375725.14431800006,795739.258782,0.5254564706890344,1171464.4031000002,1165341.043183,1198205.915336,14.0,-0.02742840085527706
2011-04-20,432147.130913,795739.258782,4.816363727800212,1227886.389695,1227886.389695,1227886.389695,14.0,-0.02742840085527706
2011-04-21,427539.99982500006,795739.258782,-0.37520825433566185,1223279.258607,1223279.258607,1227886.389695,14.0,-0.02742840085527706
2011-04-25,448370.828414,795739.258782,1.7028677991909023,1244110.087196,1244110.087196,1244110.087196,14.0,-0.02742840085527706
2011-04-26,463573.92312299996,795739.258782,1.2220055817781466,1259313.181905,1259313.181905,1259313.181905,14.0,-0.02742840085527706
2011-04-27,457612.800694,795739.258782,-0.4733629818741686,1253352.059476,1253352.059476,1259313.181905,14.0,-0.02742840085527706
2011-04-28,461973.406934,795739.258782,0.3479155124078375,1257712.6657160001,1253352.059476,1259313.181905,14.0,-0.02742840085527706
2011-04-29,482660.8056610001,795739.258782,1.644842998795986,1278400.0644430001,1278400.0644430001,1278400.0644430001,14.0,-0.02742840085527706
2011-05-02,471079.058554,795739.258782,-0.9059563926137838,1266818.317336,1266818.317336,1278400.0644430001,14.0,-0.02742840085527706
2011-05-03,457191.913144,795739.258782,-1.096222340643388,1252931.1719260002,1252931.1719260002,1278400.0644430001,14.0,-0.02742840085527706
2011-05-04,440216.28295600007,795739.258782,-1.3548733217248528,1235955.5417380002,1235955.5417380002,1278400.0644430001,14.0,-0.03320128329584605
2011-05-05,448859.5785930001,795739.258782,0.6993209177124354,1244598.8373750001,1235955.5417380002,1278400.0644430001,14.0,-0.03320128329584605
2011-05-06,452172.904338,795739.258782,0.26621636189121123,1247912.1631200002,1235955.5417380002,1278400.0644430001,14.0,-0.03320128329584605
2011-05-09,469133.99933,795739.258782,1.3591577591161694,1264873.258112,1235955.5417380002,1278400.0644430001,14.0,-0.03320128329584605
2011-05-10,473542.14460600005,795739.258782,0.348504899422081,1269281.403388,1235955.5417380002,1278400.0644430001,14.0,-0.03320128329584605
2011-05-11,456737.744445,795739.258782,-1.3239302266735502,1252477.0032270001,1235955.5417380002,1278400.0644430001,14.0,-0.03320128329584605
2011-05-12,448712.932193,795739.258782,-0.6407153369941396,1244452.1909750002,1235955.5417380002,1278400.0644430001,14.0,-0.03320128329584605
2011-05-13,448007.506141,795739.258782,-0.056685669173634975,1243746.764923,1235955.5417380002,1278400.0644430001,15.0,-0.03320128329584605
2011-05-16,443027.349529,795739.258782,-0.4004156434777366,1238766.608311,1235955.5417380002,1278400.0644430001,18.0,-0.03320128329584605
2011-05-17,424862.28671,795739.258782,-1.466382989106181,1220601.545492,1220601.545492,1278400.0644430001,19.0,-0.04521160516069204
2011-05-18,455791.897433,795739.258782,2.5339645715861283,1251531.156215,1220601.545492,1278400.0644430001,20.0,-0.04521160516069204
2011-05-19,454324.5470390001,795739.258782,-0.11724441590711451,1250063.8058210001,1220601.545492,1278400.0644430001,21.0,-0.04521160516069204
2011-05-20,454657.952881,795739.258782,0.02667110594254429,1250397.211663,1220601.545492,1278400.0644430001,22.0,-0.04521160516069204
2011-05-23,440231.323908,795739.258782,-1.1537636871257009,1235970.58269,1220601.545492,1278400.0644430001,25.0,-0.04521160516069204
2011-05-24,453502.901671,795739.258782,1.0737778025521785,1249242.160453,1220601.545492,1278400.0644430001,26.0,-0.04521160516069204
2011-05-25,467543.802683,795739.258782,1.1239535020902927,1263283.061465,1220601.545492,1278400.0644430001,27.0,-0.04521160516069204
2011-05-26,470963.838354,795739.258782,0.27072599762669186,1266703.0971360002,1220601.545492,1278400.0644430001,28.0,-0.04521160516069204
2011-05-27,483713.334211,795739.258782,1.0065101984692653,1279452.592993,1279452.592993,1279452.592993,28.0,-0.04521160516069204
2011-05-31,476685.11345,795739.258782,-0.5493146678110955,1272424.372232,1272424.372232,1279452.592993,28.0,-0.04521160516069204
2011-06-01,481590.813781,795739.258782,0.3855396389802458,1277330.072563,1272424.372232,1279452.592993,28.0,-0.04521160516069204
2011-06-02,479099.105016,795739.258782,-0.19507164346333902,1274838.363798,1272424.372232,1279452.592993,28.0,-0.04521160516069204
2011-06-03,466890.4716040001,795739.258782,-0.9576612815155496,1262629.7303860001,1262629.7303860001,1279452.592993,28.0,-0.04521160516069204
2011-06-06,447256.191046,795739.258782,-1.5550307493549724,1242995.449828,1242995.449828,1279452.592993,28.0,-0.04521160516069204
2011-06-07,456071.98823799996,795739.258782,0.7092380903904334,1251811.2470200001,1242995.449828,1279452.592993,28.0,-0.04521160516069204
2011-06-08,434603.849507,795739.258782,-1.714966116665432,1230343.108289,1230343.108289,1279452.592993,28.0,-0.04521160516069204
2011-06-09,445812.98014999996,795739.258782,0.9110572951140502,1241552.238932,1230343.108289,1279452.592993,28.0,-0.04521160516069204
2011-06-10,436548.243906,795739.258782,-0.7462220238086542,1232287.502688,1230343.108289,1279452.592993,28.0,-0.04521160516069204
2011-06-13,430245.131018,795739.258782,-0.5114969416025835,1225984.3898,1225984.3898,1279452.592993,28.0,-0.04521160516069204
2011-06-14,446930.88772999996,795739.258782,1.3610089044218503,1242670.146512,1225984.3898,1279452.592993,28.0,-0.04521160516069204
2011-06-15,435178.57427499996,795739.258782,-0.9457307305552412,1230917.833057,1225984.3898,1279452.592993,28.0,-0.04521160516069204
2011-06-16,435547.312732,795739.258782,0.029956382716817845,1231286.5715140002,1225984.3898,1279452.592993,28.0,-0.04521160516069204
2011-06-17,428906.4264570001,795739.258782,-0.5393453017874019,1224645.6852390002,1224645.6852390002,1279452.592993,28.0,-0.04521160516069204
2011-06-20,431660.52711200004,795739.258782,0.2248895895519559,1227399.785894,1224645.6852390002,1279452.592993,28.0,-0.04521160516069204
2011-06-21,453320.420665,795739.258782,1.7646975176245079,1249059.679447,1224645.6852390002,1279452.592993,28.0,-0.04521160516069204
2011-06-22,464978.08996500005,795739.258782,0.9333156367005154,1260717.348747,1224645.6852390002,1279452.592993,28.0,-0.04521160516069204
2011-06-23,461522.150911,795739.258782,-0.27412481135719874,1257261.409693,1224645.6852390002,1279452.592993,28.0,-0.04521160516069204
2011-06-24,452336.28114899993,795739.258782,-0.7306252853368775,1248075.539931,1224645.6852390002,1279452.592993,29.0,-0.04521160516069204
2011-06-27,456387.76042,795739.258782,0.32461811335746593,1252127.019202,1224645.6852390002,1279452.592993,32.0,-0.04521160516069204
2011-06-28,466940.790222,795739.258782,0.8428082486971458,1262680.0490040001,1224645.6852390002,1279452.592993,33.0,-0.04521160516069204
2011-06-29,476395.12983000005,795739.258782,0.7487518010170082,1272134.388612,1224645.6852390002,1279452.592993,34.0,-0.04521160516069204
2011-06-30,483247.095667,795739.258782,0.5386196535788942,1278986.354449,1224645.6852390002,1279452.592993,35.0,-0.04521160516069204
2011-07-01,497604.942138,795739.258782,1.1225957510067026,1293344.20092,1293344.20092,1293344.20092,35.0,-0.04521160516069204
2011-07-05,504175.556568,795739.258782,0.508032929310401,1299914.81535,1299914.81535,1299914.81535,35.0,-0.04521160516069204
2011-07-06,506403.209293,795739.258782,0.1713691311688099,1302142.468075,1302142.468075,1302142.468075,35.0,-0.04521160516069204
2011-07-07,507292.726844,795739.258782,0.06831184550143736,1303031.985626,1303031.985626,1303031.985626,35.0,-0.04521160516069204
2011-07-08,513716.35080899997,795739.258782,0.49297515608674874,1309455.609591,1309455.609591,1309455.609591,35.0,-0.04521160516069204
2011-07-11,505307.07437100005,795739.258782,-0.6421963735469044,1301046.333153,1301046.333153,1309455.609591,35.0,-0.04521160516069204
2011-07-12,492210.02318799996,795739.258782,-1.0066552473392987,1287949.28197,1287949.28197,1309455.609591,35.0,-0.04521160516069204
2011-07-13,493368.65274,795739.258782,0.08995925291623325,1289107.911522,1287949.28197,1309455.609591,35.0,-0.04521160516069204
2011-07-14,491266.588351,795739.258782,-0.16306349299480713,1287005.847133,1287005.847133,1309455.609591,35.0,-0.04521160516069204
2011-07-15,497517.293256,795739.258782,0.4856780502531857,1293256.552038,1287005.847133,1309455.609591,35.0,-0.04521160516069204
2011-07-18,490901.936659,795739.258782,-0.5115270119122831,1286641.1954410002,1286641.1954410002,1309455.609591,35.0,-0.04521160516069204
2011-07-19,515411.543326,795739.258782,1.9049294204045073,1311150.802108,1311150.802108,1311150.802108,35.0,-0.04521160516069204
2011-07-20,517330.01532800007,795739.258782,0.14631970623940915,1313069.27411,1313069.27411,1313069.27411,35.0,-0.04521160516069204
2011-07-21,519190.443796,795739.258782,0.14168547727696326,1314929.702578,1314929.702578,1314929.702578,35.0,-0.04521160516069204
2011-07-22,535893.561553,795739.258782,1.270266975052168,1331632.820335,1331632.820335,1331632.820335,35.0,-0.04521160516069204
2011-07-25,532677.654159,795739.258782,-0.2415010613204222,1328416.912941,1328416.912941,1331632.820335,35.0,-0.04521160516069204
2011-07-26,531860.36595,795739.258782,-0.0615234721146766,1327599.624732,1327599.624732,1331632.820335,35.0,-0.04521160516069204
2011-07-27,508253.544916,795739.258782,-1.7781581580941983,1303992.803698,1303992.803698,1331632.820335,35.0,-0.04521160516069204
2011-07-28,512280.109577,795739.258782,0.30878733759733706,1308019.368359,1303992.803698,1331632.820335,35.0,-0.04521160516069204
2011-07-29,529286.362494,795739.258782,1.3001529891973698,1325025.621276,1303992.803698,1331632.820335,35.0,-0.04521160516069204
2011-08-01,534760.472774,795739.258782,0.4131324098268054,1330499.7315560002,1303992.803698,1331632.820335,35.0,-0.04521160516069204
2011-08-02,513045.649251,795739.258782,-1.632080263376299,1308784.908033,1303992.803698,1331632.820335,35.0,-0.04521160516069204
2011-08-03,516019.93181899993,795739.258782,0.22725526171218885,1311759.190601,1303992.803698,1331632.820335,35.0,-0.04521160516069204
2011-08-04,464363.673202,795739.258782,-3.93793761744739,1260102.931984,1260102.931984,1331632.820335,35.0,-0.05371592473442139
2011-08-05,433430.459863,795739.258782,-2.454816392681209,1229169.7186450001,1229169.7186450001,1331632.820335,35.0,-0.07694546133537261
2011-08-08,383116.366409,795739.258782,-4.093339812297428,1178855.625191,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-09,430215.144046,795739.258782,3.995296508795888,1225954.402828,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-10,433213.374221,795739.258782,0.2445629436204079,1228952.6330030002,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-11,467847.657723,795739.258782,2.818195150236955,1263586.916505,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-12,467590.851698,795739.258782,-0.020323574235032848,1263330.11048,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-15,481319.060724,795739.258782,1.0866683942793058,1277058.319506,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-16,467072.61678100005,795739.258782,-1.1155672161088803,1262811.875563,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-17,469345.03875999997,795739.258782,0.17994936719982504,1265084.297542,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-18,431376.28449,795739.258782,-3.001282550401696,1227115.543272,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-19,426799.882584,795739.258782,-0.37293977173472964,1222539.141366,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-22,428354.693388,795739.258782,0.12717881590790042,1224093.95217,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-23,450612.683731,795739.258782,1.8183236918655157,1246351.942513,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-24,447652.60296299995,795739.258782,-0.2374995911693881,1243391.861745,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-25,441669.366315,795739.258782,-0.481202815627477,1237408.625097,1178855.625191,1331632.820335,35.0,-0.11472922025575015
2011-08-26,440541.337502,795739.258782,-0.09116057461710711,1236280.596284,1178855.625191,1331632.820335,36.0,-0.11472922025575015
2011-08-29,460179.00634900003,795739.258782,1.5884475503398423,1255918.265131,1178855.625191,1331632.820335,39.0,-0.11472922025575015
2011-08-30,469293.61507299996,795739.258782,0.7257326353995833,1265032.873855,1178855.625191,1331632.820335,40.0,-0.11472922025575015
2011-08-31,466514.6219980001,795739.258782,-0.21967753822326272,1262253.8807800002,1178855.625191,1331632.820335,41.0,-0.11472922025575015
2011-09-01,454730.767888,795739.258782,-0.933556576012937,1250470.02667,1178855.625191,1331632.820335,42.0,-0.11472922025575015
2011-09-02,445304.81588799995,795739.258782,-0.7537927178551689,1241044.07467,1178855.625191,1331632.820335,43.0,-0.11472922025575015
2011-09-06,443545.59594699997,795739.258782,-0.14175322028492615,1239284.854729,1178855.625191,1331632.820335,47.0,-0.11472922025575015
2011-09-07,462081.09670500003,795739.258782,1.4956610409035802,1257820.3554870002,1178855.625191,1331632.820335,48.0,-0.11472922025575015
2011-09-08,468809.426806,795739.258782,0.5349197976999547,1264548.685588,1178855.625191,1331632.820335,49.0,-0.11472922025575015
2011-09-09,454342.65397600003,795739.258782,-1.1440265602168602,1250081.9127580002,1178855.625191,1331632.820335,50.0,-0.11472922025575015
2011-09-12,454638.007673,795739.258782,0.02362674749434722,1250377.266455,1178855.625191,1331632.820335,53.0,-0.11472922025575015
2011-09-13,478859.761146,795739.258782,1.9371556187735297,1274599.019928,1178855.625191,1331632.820335,54.0,-0.11472922025575015
2011-09-14,493061.64726900007,795739.258782,1.1142238383175926,1288800.906051,1178855.625191,1331632.820335,55.0,-0.11472922025575015
2011-09-15,510168.194935,795739.258782,1.3273227529313232,1305907.453717,1178855.625191,1331632.820335,56.0,-0.11472922025575015
2011-09-16,510218.221135,795739.258782,0.0038307615028595216,1305957.479917,1178855.625191,1331632.820335,57.0,-0.11472922025575015
2011-09-19,511773.00080100005,795739.258782,0.11905285508214707,1307512.259583,1178855.625191,1331632.820335,60.0,-0.11472922025575015
2011-09-20,519525.831578,795739.258782,0.5929451689785699,1315265.09036,1178855.625191,1331632.820335,61.0,-0.11472922025575015
2011-09-21,512352.44521199993,795739.258782,-0.5453947206974638,1308091.7039939999,1178855.625191,1331632.820335,62.0,-0.11472922025575015
2011-09-22,474627.02306,795739.258782,-2.884004388745273,1270366.281842,1178855.625191,1331632.820335,63.0,-0.11472922025575015
2011-09-23,476639.945905,795739.258782,0.1584521624803554,1272379.204687,1178855.625191,1331632.820335,64.0,-0.11472922025575015
2011-09-26,506660.43573299993,795739.258782,2.3593980251653823,1302399.694515,1178855.625191,1331632.820335,67.0,-0.11472922025575015
2011-09-27,512452.514905,795739.258782,0.4447236279609796,1308191.773687,1178855.625191,1331632.820335,68.0,-0.11472922025575015
2011-09-28,490447.76071000006,795739.258782,-1.682074038195619,1286187.019492,1178855.625191,1331632.820335,69.0,-0.11472922025575015
2011-09-29,482648.057606,795739.258782,-0.6064206049195465,1278387.316388,1178855.625191,1331632.820335,70.0,-0.11472922025575015
2011-09-30,470615.28960099997,795739.258782,-0.9412458846195191,1266354.548383,1178855.625191,1331632.820335,71.0,-0.11472922025575015
2011-10-03,438746.755975,795739.258782,-2.5165569679275754,1234486.014757,1178855.625191,1331632.820335,74.0,-0.11472922025575015
2011-10-04,459424.825182,795739.258782,1.675034707547531,1255164.083964,1178855.625191,1331632.820335,75.0,-0.11472922025575015
2011-10-05,471142.866528,795739.258782,0.9335864127814012,1266882.12531,1178855.625191,1331632.820335,76.0,-0.11472922025575015
2011-10-06,484406.14652300003,795739.258782,1.0469229717606543,1280145.405305,1178855.625191,1331632.820335,77.0,-0.11472922025575015
2011-10-07,492960.113685,795739.258782,0.6682027781025388,1288699.372467,1178855.625191,1331632.820335,78.0,-0.11472922025575015
2011-10-10,515601.777547,795739.258782,1.756939154758514,1311341.036329,1178855.625191,1331632.820335,81.0,-0.11472922025575015
2011-10-11,528924.624759,795739.258782,1.0159711961196878,1324663.883541,1178855.625191,1331632.820335,82.0,-0.11472922025575015
2011-10-12,531459.199944,795739.258782,0.191337230258344,1327198.458726,1178855.625191,1331632.820335,83.0,-0.11472922025575015
2011-10-13,539617.01112,795739.258782,0.6146640031386852,1335356.2699020002,1335356.2699020002,1335356.2699020002,83.0,-0.11472922025575015
2011-10-14,558035.46062,795739.258782,1.3792910487739407,1353774.719402,1353774.719402,1353774.719402,83.0,-0.11472922025575015
2011-10-17,544390.807793,795739.258782,-1.0078968554699586,1340130.066575,1340130.066575,1353774.719402,83.0,-0.11472922025575015
2011-10-18,567308.087393,795739.258782,1.7100787581439916,1363047.346175,1363047.346175,1363047.346175,83.0,-0.11472922025575015
2011-10-19,584797.094389,795739.258782,1.283081401763322,1380536.353171,1380536.353171,1380536.353171,83.0,-0.11472922025575015
2011-10-20,582656.579427,795739.258782,-0.15504951804300215,1378395.838209,1378395.838209,1380536.353171,83.0,-0.11472922025575015
2011-10-21,603296.572332,795739.258782,1.497392282598482,1399035.8311140002,1399035.8311140002,1399035.8311140002,83.0,-0.11472922025575015
2011-10-24,616890.799376,795739.258782,0.9716854094562574,1412630.058158,1412630.058158,1412630.058158,83.0,-0.11472922025575015
2011-10-25,594996.696708,795739.258782,-1.5498822598004711,1390735.95549,1390735.95549,1412630.058158,83.0,-0.11472922025575015
2011-10-26,606513.128579,795739.258782,0.8280818386508442,1402252.387361,1390735.95549,1412630.058158,83.0,-0.11472922025575015
2011-10-27,630781.1176100001,795739.258782,1.7306434454835724,1426520.3763920001,1426520.3763920001,1426520.3763920001,83.0,-0.11472922025575015
2011-10-28,645398.5548710001,795739.258782,1.0246917957085844,1441137.8136530002,1441137.8136530002,1441137.8136530002,83.0,-0.11472922025575015
2011-10-31,631242.150821,795739.258782,-0.9823074459559368,1426981.4096030002,1426981.4096030002,1441137.8136530002,83.0,-0.11472922025575015
2011-11-01,604087.165934,795739.258782,-1.902966969594576,1399826.424716,1399826.424716,1441137.8136530002,83.0,-0.11472922025575015
2011-11-02,666549.218699,795739.258782,4.462128422648729,1462288.4774810001,1462288.4774810001,1462288.4774810001,83.0,-0.11472922025575015
2011-11-03,664986.058583,795739.258782,-0.10689820374519168,1460725.317365,1460725.317365,1462288.4774810001,83.0,-0.11472922025575015
