time,stkVal,cash,dret,val,downLow,downHigh,downDay,downKMax
2011-11-04,657445.0639119999,795739.258782,-0.5162500150680865,1453184.3226939999,1453184.3226939999,1462288.4774810001,83.0,-0.11472922025575015
2011-11-07,645085.534186,795739.258782,-0.8505135606670301,1440824.792968,1440824.792968,1462288.4774810001,83.0,-0.11472922025575015
2011-11-08,659724.80647,795739.258782,1.016034173998634,1455464.065252,1440824.792968,1462288.4774810001,83.0,-0.11472922025575015
2011-11-09,619943.091155,795739.258782,-2.7332667473389036,1415682.349937,1415682.349937,1462288.4774810001,83.0,-0.11472922025575015
2011-11-10,624997.469466,795739.258782,0.35702771255324284,1420736.7282480001,1415682.349937,1462288.4774810001,83.0,-0.11472922025575015
2011-11-11,661920.690925,795739.258782,2.598878506120712,1457659.949707,1415682.349937,1462288.4774810001,83.0,-0.11472922025575015
2011-11-14,697108.671351,795739.258782,2.4140047500840645,1492847.930133,1492847.930133,1492847.930133,83.0,-0.11472922025575015
2011-11-15,708468.97582,795739.258782,0.7609820290260895,1504208.234602,1504208.234602,1504208.234602,83.0,-0.11472922025575015
2011-11-16,691655.698484,795739.258782,-1.1177493214859735,1487394.957266,1487394.957266,1504208.234602,83.0,-0.11472922025575015
2011-11-17,689022.7830710001,795739.258782,-0.1770152171175515,1484762.0418530002,1484762.0418530002,1504208.234602,83.0,-0.11472922025575015
2011-11-18,673432.572471,795739.258782,-1.0500140871424317,1469171.831253,1469171.831253,1504208.234602,83.0,-0.11472922025575015
2011-11-21,661676.096024,795739.258782,-0.8002111255409465,1457415.354806,1457415.354806,1504208.234602,83.0,-0.11472922025575015
2011-11-22,660361.7210339999,795739.258782,-0.09018533979799351,1456100.979816,1456100.979816,1504208.234602,83.0,-0.11472922025575015
2011-11-23,627159.857633,795739.258782,-2.280189620172872,1422899.116415,1422899.116415,1504208.234602,83.0,-0.11472922025575015
2011-11-25,624988.329333,795739.258782,-0.15261294879928403,1420727.5881150002,1420727.5881150002,1504208.234602,83.0,-0.11472922025575015
2011-11-28,665644.127453,795739.258782,2.861618121595107,1461383.386235,1420727.5881150002,1504208.234602,83.0,-0.11472922025575015
2011-11-29,677352.662368,795739.258782,0.8011952938075318,1473091.92115,1420727.5881150002,1504208.234602,83.0,-0.11472922025575015
2011-11-30,702495.061019,795739.258782,1.7067773090067548,1498234.319801,1420727.5881150002,1504208.234602,83.0,-0.11472922025575015
2011-12-01,693421.53728,795739.258782,-0.6056144635777015,1489160.796062,1420727.5881150002,1504208.234602,83.0,-0.11472922025575015
2011-12-02,698358.557604,795739.258782,0.3315303718077719,1494097.816386,1420727.5881150002,1504208.234602,83.0,-0.11472922025575015
2011-12-05,696881.3709420001,795739.258782,-0.09886813606173389,1492620.629724,1420727.5881150002,1504208.234602,83.0,-0.11472922025575015
2011-12-06,693967.53468,795739.258782,-0.19521613221564696,1489706.793462,1420727.5881150002,1504208.234602,83.0,-0.11472922025575015
2011-12-07,700796.898118,795739.258782,0.4584367519818373,1496536.1569,1420727.5881150002,1504208.234602,83.0,-0.11472922025575015
2011-12-08,692410.1315339999,795739.258782,-0.5604118915090467,1488149.390316,1420727.5881150002,1504208.234602,83.0,-0.11472922025575015
2011-12-09,726399.994437,795739.258782,2.2840356703558196,1522139.253219,1522139.253219,1522139.253219,83.0,-0.11472922025575015
2011-12-12,708858.595539,795739.258782,-1.152417484859127,1504597.8543210002,1504597.8543210002,1522139.253219,83.0,-0.11472922025575015
2011-12-13,682491.316578,795739.258782,-1.7524469335960302,1478230.5753600001,1478230.5753600001,1522139.253219,83.0,-0.11472922025575015
2011-12-14,679250.759153,795739.258782,-0.21921867122867833,1474990.017935,1474990.017935,1522139.253219,83.0,-0.11472922025575015
2011-12-15,695129.938536,795739.258782,1.0765618200746288,1490869.197318,1474990.017935,1522139.253219,83.0,-0.11472922025575015
2011-12-16,705026.945608,795739.258782,0.6638414080728404,1500766.20439,1474990.017935,1522139.253219,83.0,-0.11472922025575015
2011-12-19,687917.383561,795739.258782,-1.140055126304925,1483656.642343,1474990.017935,1522139.253219,83.0,-0.11472922025575015
2011-12-20,733445.221303,795739.258782,3.0686235913790694,1529184.480085,1529184.480085,1529184.480085,83.0,-0.11472922025575015
2011-12-21,728321.3802729999,795739.258782,-0.3350701695399891,1524060.639055,1524060.639055,1529184.480085,83.0,-0.11472922025575015
2011-12-22,734661.331783,795739.258782,0.41599076490364506,1530400.5905650002,1530400.5905650002,1530400.5905650002,83.0,-0.11472922025575015
2011-12-23,743094.145613,795739.258782,0.5510200324012302,1538833.404395,1538833.404395,1538833.404395,83.0,-0.11472922025575015
2011-12-27,745248.957007,795739.258782,0.14002889382604317,1540988.215789,1540988.215789,1540988.215789,83.0,-0.11472922025575015
2011-12-28,718798.60057,795739.258782,-1.7164541666178257,1514537.859352,1514537.859352,1540988.215789,83.0,-0.11472922025575015
2011-12-29,735218.179567,795739.258782,1.084131300885756,1530957.4383490002,1514537.859352,1540988.215789,83.0,-0.11472922025575015
2011-12-30,728347.9300619999,795739.258782,-0.44875509487769527,1524087.188844,1514537.859352,1540988.215789,83.0,-0.11472922025575015
