,time,stkVal,cash,dret,val,downLow,downHigh,downDay,downKMax
206,2011-10-26,606513.1285790001,795739.258782,0.008280818386508609,1402252.3873610003,1390735.95549,1412630.058158,83.0,-11.472922025575015
207,2011-10-27,630781.1176100001,795739.258782,0.017306434454835557,1426520.3763920001,1426520.3763920001,1426520.3763920001,83.0,-11.472922025575015
208,2011-10-28,645398.5548710001,795739.258782,0.010246917957085844,1441137.8136530002,1441137.8136530002,1441137.8136530002,83.0,-11.472922025575015
209,2011-10-31,631242.150821,795739.258782,-0.009823074459559367,1426981.4096030002,1426981.4096030002,1441137.8136530002,83.0,-11.472922025575015
210,2011-11-01,604087.1659339999,795739.258782,-0.01902966969594576,1399826.424716,1399826.424716,1441137.8136530002,83.0,-11.472922025575015
211,2011-11-02,666549.218699,795739.258782,0.04462128422648729,1462288.4774810001,1462288.4774810001,1462288.4774810001,83.0,-11.472922025575015
212,2011-11-03,664986.058583,795739.258782,-0.0010689820374519168,1460725.317365,1460725.317365,1462288.4774810001,83.0,-11.472922025575015
213,2011-11-04,657445.0639119999,795739.258782,-0.005162500150680866,1453184.3226939999,1453184.3226939999,1462288.4774810001,83.0,-11.472922025575015
214,2011-11-07,645085.534186,795739.258782,-0.008505135606670301,1440824.792968,1440824.792968,1462288.4774810001,83.0,-11.472922025575015
215,2011-11-08,659724.80647,795739.258782,0.01016034173998634,1455464.065252,1440824.792968,1462288.4774810001,83.0,-11.472922025575015
216,2011-11-09,619943.091155,795739.258782,-0.027332667473389038,1415682.349937,1415682.349937,1462288.4774810001,83.0,-11.472922025575015
217,2011-11-10,624997.469466,795739.258782,0.0035702771255324284,1420736.7282480001,1415682.349937,1462288.4774810001,83.0,-11.472922025575015
218,2011-11-11,661920.690925,795739.258782,0.02598878506120712,1457659.949707,1415682.349937,1462288.4774810001,83.0,-11.472922025575015
219,2011-11-14,697108.671351,795739.258782,0.024140047500840645,1492847.930133,1492847.930133,1492847.930133,83.0,-11.472922025575015
220,2011-11-15,708468.97582,795739.258782,0.007609820290260895,1504208.234602,1504208.234602,1504208.234602,83.0,-11.472922025575015
221,2011-11-16,691655.698484,795739.258782,-0.011177493214859736,1487394.957266,1487394.957266,1504208.234602,83.0,-11.472922025575015
222,2011-11-17,689022.7830710001,795739.258782,-0.001770152171175515,1484762.0418530002,1484762.0418530002,1504208.234602,83.0,-11.472922025575015
223,2011-11-18,673432.572471,795739.258782,-0.010500140871424316,1469171.831253,1469171.831253,1504208.234602,83.0,-11.472922025575015
224,2011-11-21,661676.096024,795739.258782,-0.008002111255409465,1457415.354806,1457415.354806,1504208.234602,83.0,-11.472922025575015
225,2011-11-22,660361.7210339999,795739.258782,-0.0009018533979799351,1456100.979816,1456100.979816,1504208.234602,83.0,-11.472922025575015
226,2011-11-23,627159.8576329999,795739.258782,-0.022801896201728723,1422899.116415,1422899.116415,1504208.234602,83.0,-11.472922025575015
227,2011-11-25,624988.329333,795739.258782,-0.0015261294879928403,1420727.5881150002,1420727.5881150002,1504208.234602,83.0,-11.472922025575015
228,2011-11-28,665644.127453,795739.258782,0.028616181215951067,1461383.386235,1420727.5881150002,1504208.234602,83.0,-11.472922025575015
229,2011-11-29,677352.662368,795739.258782,0.008011952938075318,1473091.92115,1420727.5881150002,1504208.234602,83.0,-11.472922025575015
230,2011-11-30,702495.061019,795739.258782,0.01706777309006755,1498234.319801,1420727.5881150002,1504208.234602,83.0,-11.472922025575015
231,2011-12-01,693421.53728,795739.258782,-0.0060561446357770155,1489160.796062,1420727.5881150002,1504208.234602,83.0,-11.472922025575015
232,2011-12-02,698358.557604,795739.258782,0.0033153037180777187,1494097.816386,1420727.5881150002,1504208.234602,83.0,-11.472922025575015
233,2011-12-05,696881.3709420001,795739.258782,-0.0009886813606173389,1492620.629724,1420727.5881150002,1504208.234602,83.0,-11.472922025575015
234,2011-12-06,693967.53468,795739.258782,-0.0019521613221564695,1489706.793462,1420727.5881150002,1504208.234602,83.0,-11.472922025575015
235,2011-12-07,700796.898118,795739.258782,0.004584367519818373,1496536.1569,1420727.5881150002,1504208.234602,83.0,-11.472922025575015
236,2011-12-08,692410.1315339999,795739.258782,-0.005604118915090467,1488149.390316,1420727.5881150002,1504208.234602,83.0,-11.472922025575015
237,2011-12-09,726399.994437,795739.258782,0.022840356703558194,1522139.253219,1522139.253219,1522139.253219,83.0,-11.472922025575015
238,2011-12-12,708858.595539,795739.258782,-0.01152417484859127,1504597.8543210002,1504597.8543210002,1522139.253219,83.0,-11.472922025575015
239,2011-12-13,682491.3165779999,795739.258782,-0.017524469335960458,1478230.57536,1478230.57536,1522139.253219,83.0,-11.472922025575015
240,2011-12-14,679250.759153,795739.258782,-0.0021921867122866264,1474990.017935,1474990.017935,1522139.253219,83.0,-11.472922025575015
241,2011-12-15,695129.938536,795739.258782,0.010765618200746287,1490869.197318,1474990.017935,1522139.253219,83.0,-11.472922025575015
242,2011-12-16,705026.945608,795739.258782,0.0066384140807284045,1500766.20439,1474990.017935,1522139.253219,83.0,-11.472922025575015
243,2011-12-19,687917.383561,795739.258782,-0.01140055126304925,1483656.642343,1474990.017935,1522139.253219,83.0,-11.472922025575015
244,2011-12-20,733445.221303,795739.258782,0.030686235913790695,1529184.480085,1529184.480085,1529184.480085,83.0,-11.472922025575015
245,2011-12-21,728321.3802730001,795739.258782,-0.003350701695399739,1524060.6390550002,1524060.6390550002,1529184.480085,83.0,-11.472922025575015
246,2011-12-22,734661.331783,795739.258782,0.004159907649036297,1530400.5905650002,1530400.5905650002,1530400.5905650002,83.0,-11.472922025575015
247,2011-12-23,743094.145613,795739.258782,0.005510200324012302,1538833.404395,1538833.404395,1538833.404395,83.0,-11.472922025575015
248,2011-12-27,745248.957007,795739.258782,0.0014002889382604318,1540988.215789,1540988.215789,1540988.215789,83.0,-11.472922025575015
249,2011-12-28,718798.60057,795739.258782,-0.017164541666178257,1514537.859352,1514537.859352,1540988.215789,83.0,-11.472922025575015
250,2011-12-29,735218.1795670001,795739.258782,0.01084131300885756,1530957.4383490002,1514537.859352,1540988.215789,83.0,-11.472922025575015
251,2011-12-30,728347.9300619999,795739.258782,-0.004487550948776953,1524087.188844,1514537.859352,1540988.215789,83.0,-11.472922025575015
