,time,stkVal,cash,dret,val,downLow,downHigh,downDay,downKMax
185,2011-09-27,512452.514905,795739.258782,0.004447236279609796,1308191.773687,1178855.625191,1331632.820335,68.0,-11.472922025575015
186,2011-09-28,490447.76071000006,795739.258782,-0.01682074038195619,1286187.019492,1178855.625191,1331632.820335,69.0,-11.472922025575015
187,2011-09-29,482648.057606,795739.258782,-0.006064206049195465,1278387.316388,1178855.625191,1331632.820335,70.0,-11.472922025575015
188,2011-09-30,470615.28960099997,795739.258782,-0.00941245884619519,1266354.548383,1178855.625191,1331632.820335,71.0,-11.472922025575015
189,2011-10-03,438746.755975,795739.258782,-0.025165569679275752,1234486.014757,1178855.625191,1331632.820335,74.0,-11.472922025575015
190,2011-10-04,459424.825182,795739.258782,0.01675034707547531,1255164.083964,1178855.625191,1331632.820335,75.0,-11.472922025575015
191,2011-10-05,471142.866528,795739.258782,0.009335864127814012,1266882.12531,1178855.625191,1331632.820335,76.0,-11.472922025575015
192,2011-10-06,484406.14652300003,795739.258782,0.010469229717606544,1280145.405305,1178855.625191,1331632.820335,77.0,-11.472922025575015
193,2011-10-07,492960.113685,795739.258782,0.006682027781025388,1288699.372467,1178855.625191,1331632.820335,78.0,-11.472922025575015
194,2011-10-10,515601.777547,795739.258782,0.01756939154758514,1311341.036329,1178855.625191,1331632.820335,81.0,-11.472922025575015
195,2011-10-11,528924.624759,795739.258782,0.010159711961196877,1324663.883541,1178855.625191,1331632.820335,82.0,-11.472922025575015
196,2011-10-12,531459.199944,795739.258782,0.00191337230258344,1327198.458726,1178855.625191,1331632.820335,83.0,-11.472922025575015
197,2011-10-13,539617.0111199999,795739.258782,0.006146640031386677,1335356.269902,1335356.269902,1335356.269902,83.0,-11.472922025575015
198,2011-10-14,558035.4606199999,795739.258782,0.013792910487739408,1353774.7194019998,1353774.7194019998,1353774.7194019998,83.0,-11.472922025575015
199,2011-10-17,544390.807793,795739.258782,-0.010078968554699414,1340130.066575,1340130.066575,1353774.7194019998,83.0,-11.472922025575015
200,2011-10-18,567308.087393,795739.258782,0.017100787581439916,1363047.346175,1363047.346175,1363047.346175,83.0,-11.472922025575015
201,2011-10-19,584797.094389,795739.258782,0.01283081401763322,1380536.353171,1380536.353171,1380536.353171,83.0,-11.472922025575015
202,2011-10-20,582656.5794269999,795739.258782,-0.0015504951804300217,1378395.838209,1378395.838209,1380536.353171,83.0,-11.472922025575015
203,2011-10-21,603296.572332,795739.258782,0.014973922825984821,1399035.8311140002,1399035.8311140002,1399035.8311140002,83.0,-11.472922025575015
204,2011-10-24,616890.799376,795739.258782,0.009716854094562574,1412630.058158,1412630.058158,1412630.058158,83.0,-11.472922025575015
205,2011-10-25,594996.696708,795739.258782,-0.01549882259800471,1390735.95549,1390735.95549,1412630.058158,83.0,-11.472922025575015
