Date,Open,High,Low,Close,Volume,Adj Close
2011-01-03,15.18,15.43,15.04,15.31,245000,12.20389
2011-01-04,15.34,15.34,14.77,15.12,214200,12.052437
2011-01-05,15.04,15.37,14.95,15.35,137300,12.235775
2011-01-06,15.41,15.81,15.41,15.7,283000,12.514766
2011-01-07,15.79,16.110001,15.69,15.92,281700,12.690132
2011-01-10,15.92,16.49,15.9,16.16,344500,12.88144
2011-01-11,16.219998999999998,16.26,16.0,16.120001000000002,231200,12.849556
2011-01-12,16.280001000000002,16.360001,16.129998999999998,16.219998999999998,183200,12.929267
2011-01-13,16.15,16.34,15.94,16.280001000000002,242600,12.977095
2011-01-14,16.200001,16.5,16.08,16.450001,166600,13.112606
2011-01-18,16.549999,17.280001000000002,16.549999,17.040001,453200,13.582906
2011-01-19,17.110001,17.209999,16.77,16.879998999999998,325600,13.455364999999999
2011-01-20,16.780001000000002,16.879998999999998,16.52,16.66,274400,13.28
2011-01-21,16.790001,17.139999,16.73,17.049999,277000,13.590876000000002
2011-01-24,17.139999,17.190001000000002,16.870001000000002,16.959999,185100,13.519135
2011-01-25,16.860001,17.57,16.700001,17.27,408600,13.766243
2011-01-26,17.370001000000002,17.73,17.209999,17.42,344800,13.885810000000001
2011-01-27,17.51,17.57,17.209999,17.309998999999998,178600,13.798127
2011-01-28,17.33,17.42,16.85,16.889999,311400,13.463337
2011-01-31,17.17,17.709999,17.17,17.450001,417900,13.909723999999999
2011-02-01,17.84,18.08,17.440001000000002,18.02,414800,14.364082000000002
2011-02-02,18.0,18.0,17.610001,17.65,259300,14.069147000000001
2011-02-03,17.65,17.77,17.5,17.6,311100,14.029292000000002
2011-02-04,17.559998999999998,17.950001,17.459999,17.870001000000002,273500,14.244514
2011-02-07,17.93,18.42,17.93,18.389999,267900,14.659015
2011-02-08,18.4,18.5,17.92,18.41,172300,14.674957999999998
2011-02-09,18.08,18.42,18.0,18.41,247700,14.674957999999998
2011-02-10,18.33,18.35,18.0,18.34,240400,14.61916
2011-02-11,18.18,18.67,18.129998999999998,18.67,198500,14.882209
2011-02-14,18.530001000000002,19.0,18.52,18.98,245900,15.129315
2011-02-15,18.969998999999998,19.1,18.58,18.83,262000,15.009748000000002
2011-02-16,18.879998999999998,19.26,18.75,19.24,242500,15.336566
2011-02-17,19.209999,19.469998999999998,19.120001000000002,19.34,256600,15.416279000000001
2011-02-18,19.389999,19.389999,18.83,18.950001,313300,15.105402999999999
