date,open,high,close,low,volume,adj close
2011-04-05,2.7,2.76,2.76,2.7,38600,2.76
2011-04-06,2.72,2.72,2.72,2.72,2000,2.72
2011-04-07,2.51,2.7,2.7,2.51,900,2.7
2011-04-08,2.51,2.76,2.76,2.45,11800,2.76
2011-04-11,2.42,2.9,2.8,2.42,3000,2.8
2011-04-12,2.45,2.8,2.7,2.45,16600,2.7
2011-04-13,2.45,2.8,2.8,2.45,8000,2.8
2011-04-14,2.8,2.8,2.8,2.8,0,2.8
2011-04-15,2.8,2.8,2.8,2.8,0,2.8
2011-04-18,2.53,2.77,2.53,2.53,2600,2.53
2011-04-19,2.7,2.77,2.77,2.67,46500,2.77
2011-04-20,2.6,2.77,2.6,2.6,6500,2.6
2011-04-21,2.65,2.65,2.6,2.6,1300,2.6
2011-04-25,2.6,2.75,2.75,2.6,6300,2.75
2011-04-26,2.8,2.8,2.62,2.62,7900,2.62
2011-04-27,2.62,2.76,2.62,2.62,3000,2.62
2011-04-28,2.76,2.9,2.75,2.75,7800,2.75
2011-04-29,2.8,2.8,2.79,2.5,3100,2.79
2011-05-02,2.8,2.8,2.6,2.6,5300,2.6
2011-05-03,2.7,2.7,2.7,2.55,1500,2.7
2011-05-04,2.7,2.8,2.8,2.47,12700,2.8
2011-05-05,2.6,2.8,2.8,2.6,5700,2.8
2011-05-06,2.8,2.8,2.8,2.69,4500,2.8
2011-05-09,2.8,2.81,2.81,2.75,13000,2.81
2011-05-10,2.77,2.81,2.77,2.75,12000,2.77
2011-05-11,2.77,2.84,2.81,2.77,32900,2.81
2011-05-12,2.81,2.88,2.88,2.7,11700,2.88
2011-05-13,2.88,2.88,2.87,2.48,8900,2.87
2011-05-16,2.87,2.87,2.8,2.75,2100,2.8
2011-05-17,2.6,2.8,2.8,2.4,14600,2.8
2011-05-18,2.87,2.87,2.8,2.55,3400,2.8
2011-05-19,2.8,2.8,2.8,2.8,200,2.8
2011-05-20,2.8,2.8,2.8,2.8,1400,2.8
2011-05-23,2.8,2.8,2.79,2.65,1300,2.79
2011-05-24,2.7,2.75,2.75,2.45,6300,2.75
2011-05-25,2.75,2.8,2.8,2.75,8700,2.8
2011-05-26,2.8,3.99,3.2,2.55,85300,3.2
2011-05-27,3.1,3.47,3.05,3.01,27600,3.05
2011-05-31,3.05,3.05,3.03,2.91,11200,3.03
2011-06-01,2.95,3.55,3.37,2.86,13000,3.37
2011-06-02,3.26,3.26,3.26,3.26,3000,3.26
2011-06-03,3.34,3.34,3.18,3.01,11000,3.18
2011-06-06,3.0,3.18,3.18,2.75,14600,3.18
2011-06-07,3.19,3.25,3.1,3.1,18000,3.1
2011-06-08,2.75,3.1,2.8,2.35,55600,2.8
2011-06-09,2.97,3.39,3.1,2.8,3900,3.1
2011-06-10,3.15,3.15,3.15,2.7,1200,3.15
2011-06-13,2.7,3.1,2.99,2.7,1000,2.99
2011-06-14,3.15,3.15,3.14,2.65,16500,3.14
2011-06-15,3.35,3.35,3.0,2.56,3000,3.0
2011-06-16,3.0,3.19,3.0,2.5,35500,3.0
2011-06-17,3.19,3.19,2.75,2.45,5600,2.75
2011-06-20,2.75,2.99,2.98,2.55,3000,2.98
2011-06-21,2.94,2.94,2.94,2.94,100,2.94
2011-06-22,2.75,2.9,2.9,2.7,5100,2.9
2011-06-23,2.76,2.9,2.9,2.76,1300,2.9
2011-06-24,2.59,2.9,2.9,2.58,700,2.9
2011-06-27,2.55,2.9,2.9,2.55,300,2.9
2011-06-28,2.9,2.9,2.9,2.9,0,2.9
2011-06-29,2.84,2.98,2.95,2.55,3700,2.95
2011-06-30,2.95,2.95,2.95,2.95,0,2.95
2011-07-01,2.55,2.9,2.9,2.55,6200,2.9
2011-07-05,2.55,2.9,2.88,2.55,1100,2.88
2011-07-06,2.88,2.88,2.88,2.88,0,2.88
2011-07-07,2.56,2.87,2.87,2.56,2100,2.87
2011-07-08,2.87,2.87,2.87,2.87,0,2.87
2011-07-11,2.85,2.85,2.8,2.68,4300,2.8
2011-07-12,2.88,2.9,2.85,2.81,5700,2.85
2011-07-13,2.78,2.9,2.9,2.78,6500,2.9
2011-07-14,2.9,3.38,3.38,2.81,16400,3.38
2011-07-15,3.19,3.38,3.34,3.1,12100,3.34
2011-07-18,3.06,3.35,3.15,3.05,3100,3.15
2011-07-19,3.35,3.65,3.45,3.35,267000,3.45
2011-07-20,3.43,3.9,3.66,3.35,37500,3.66
2011-07-21,3.5,3.99,3.8,3.5,34800,3.8
2011-07-22,3.8,3.8,3.79,3.0,56000,3.79
2011-07-25,3.95,3.95,3.89,3.49,37900,3.89
2011-07-26,4.0,4.0,3.8,3.55,2800,3.8
2011-07-27,3.45,3.93,3.6,3.45,600,3.6
2011-07-28,3.45,3.8,3.8,3.4,6100,3.8
2011-07-29,3.66,3.8,3.8,3.52,43400,3.8
2011-08-01,4.0,4.0,3.6,3.6,1900,3.6
2011-08-02,3.7,3.7,3.6,3.6,46900,3.6
2011-08-03,3.8,3.8,3.51,3.51,2600,3.51
2011-08-04,4.0,4.0,3.9,3.6,22300,3.9
2011-08-05,3.6,3.85,3.8,3.55,12400,3.8
2011-08-08,3.2,3.85,3.72,3.2,8200,3.72
2011-08-09,3.31,3.71,3.71,3.31,6200,3.71
2011-08-10,3.3,3.71,3.5,3.3,2700,3.5
2011-08-11,3.45,3.5,3.5,3.45,4900,3.5
2011-08-12,3.7,3.7,3.6,3.36,7500,3.6
2011-08-15,3.6,3.67,3.67,3.5,4100,3.67
2011-08-16,3.67,3.67,3.67,3.67,0,3.67
2011-08-17,3.67,3.75,3.5,3.5,18200,3.5
2011-08-18,3.7,3.7,3.31,3.31,3600,3.31
2011-08-19,3.64,3.64,3.64,3.64,100,3.64
2011-08-22,3.31,3.64,3.64,3.31,600,3.64
2011-08-23,3.75,3.75,3.64,3.64,600,3.64
2011-08-24,3.5,3.75,3.75,3.32,8000,3.75
2011-08-25,3.75,3.92,3.92,3.5,36600,3.92
2011-08-26,3.95,4.15,4.02,3.6,55000,4.02
2011-08-29,4.0,4.02,3.9,3.9,26800,3.9
2011-08-30,3.7,4.02,4.02,3.7,16600,4.02
2011-08-31,4.02,4.02,3.98,3.65,39800,3.98
2011-09-01,3.98,4.35,4.15,3.95,129500,4.15
2011-09-02,4.0,4.5,4.01,3.75,29000,4.01
2011-09-06,4.1,4.5,4.1,3.98,131400,4.1
2011-09-07,4.1,4.25,4.25,4.0,115900,4.25
2011-09-08,4.25,4.62,4.55,4.16,270300,4.55
2011-09-09,4.3,4.65,4.5,4.1,105500,4.5
2011-09-12,4.75,4.75,4.6,4.5,39900,4.6
2011-09-13,4.6,4.75,4.75,4.47,84200,4.75
2011-09-14,4.75,4.75,4.65,4.6,24000,4.65
2011-09-15,4.65,4.79,4.78,4.65,32900,4.78
2011-09-16,4.9,5.0,5.0,4.75,12500,5.0
2011-09-19,4.86,5.0,5.0,4.56,18200,5.0
2011-09-20,5.0,5.0,4.9,4.9,10100,4.9
2011-09-21,4.9,5.0,4.95,4.77,19600,4.95
2011-09-22,5.0,5.0,4.5,3.75,29600,4.5
2011-09-23,5.01,5.02,4.7,4.3,12500,4.7
2011-09-26,4.4,4.75,4.75,4.3,11800,4.75
2011-09-27,4.8,5.0,4.8,4.51,10700,4.8
2011-09-28,4.5,5.0,4.5,4.49,26000,4.5
2011-09-29,4.5,4.95,4.5,4.5,17600,4.5
2011-09-30,4.5,4.73,4.73,4.3,13900,4.73
2011-10-03,4.73,4.73,4.1,4.1,10800,4.1
2011-10-04,4.48,4.48,4.45,4.01,9500,4.45
2011-10-05,4.06,4.44,4.4,4.06,9300,4.4
2011-10-06,4.2,4.55,4.55,4.15,19700,4.55
2011-10-07,4.64,4.64,4.5,4.38,13000,4.5
2011-10-10,4.5,4.78,4.78,4.3,29100,4.78
2011-10-11,4.8,5.25,5.14,4.8,124300,5.14
2011-10-12,5.5,6.4,5.99,5.45,204600,5.99
2011-10-13,6.27,7.19,7.09,5.72,250600,7.09
2011-10-14,7.92,7.94,6.91,6.62,200500,6.91
2011-10-17,7.25,7.25,7.04,6.76,109200,7.04
2011-10-18,7.19,7.29,6.9,6.82,139600,6.9
2011-10-19,6.9,7.12,6.97,6.6,102200,6.97
2011-10-20,7.01,7.01,6.69,6.05,58000,6.69
2011-10-21,6.29,7.18,7.08,6.26,84300,7.08
2011-10-24,7.42,7.98,7.82,7.4,240200,7.82
2011-10-25,7.5,7.88,7.85,7.36,93500,7.85
2011-10-26,7.9,8.0,7.85,7.56,116800,7.85
2011-10-27,8.0,8.5,8.14,7.99,128700,8.14
2011-10-28,8.6,9.0,9.0,8.31,135500,9.0
2011-10-31,8.96,9.48,9.4,8.75,270700,9.4
2011-11-01,9.34,9.36,8.88,8.2,178600,8.88
2011-11-02,8.95,9.0,8.39,8.25,107200,8.39
2011-11-03,8.48,8.77,8.3,8.2,58600,8.3
2011-11-04,8.2,8.5,7.97,7.91,76000,7.97
2011-11-07,8.1,8.1,7.78,7.41,119200,7.78
2011-11-08,7.8,7.87,7.63,7.29,58100,7.63
2011-11-09,7.88,7.89,6.03,5.85,380600,6.03
2011-11-10,5.48,5.48,5.3,4.64,408700,5.3
2011-11-11,5.35,5.56,5.55,5.18,141700,5.55
2011-11-14,5.43,5.94,5.94,5.21,111600,5.94
2011-11-15,5.88,6.08,6.01,5.6,95900,6.01
2011-11-16,6.0,6.03,6.03,5.7,35300,6.03
2011-11-17,6.07,6.07,5.82,5.62,32400,5.82
2011-11-18,5.78,5.84,5.79,5.27,51800,5.79
2011-11-21,5.55,5.71,5.61,5.37,27300,5.61
2011-11-22,5.56,5.7,5.7,5.51,14200,5.7
2011-11-23,5.6,5.85,5.69,5.57,19100,5.69
2011-11-25,5.4,5.89,5.76,5.4,9500,5.76
2011-11-28,5.83,5.83,5.51,5.33,36000,5.51
2011-11-29,5.46,5.46,5.37,5.25,41100,5.37
2011-11-30,5.44,5.49,5.3,5.25,24600,5.3
2011-12-01,5.3,5.3,5.23,5.1,110200,5.23
2011-12-02,5.25,5.25,5.19,5.1,26300,5.19
2011-12-05,5.21,5.21,4.84,4.79,79600,4.84
2011-12-06,4.81,4.85,4.75,4.41,65200,4.75
2011-12-07,4.71,4.8,4.53,4.21,58300,4.53
2011-12-08,4.41,4.53,4.5,4.41,61100,4.5
2011-12-09,4.53,4.61,4.45,4.25,154200,4.45
2011-12-12,4.45,4.94,4.87,4.38,125000,4.87
2011-12-13,4.94,6.06,5.88,4.68,167800,5.88
2011-12-14,5.89,6.37,6.2,5.5,102000,6.2
2011-12-15,6.23,6.47,6.36,6.06,51600,6.36
2011-12-16,6.36,6.39,6.21,6.0,65600,6.21
2011-12-19,6.4,6.89,6.81,6.4,78700,6.81
2011-12-20,6.94,7.1,6.84,6.81,52000,6.84
2011-12-21,6.87,6.87,6.7,6.55,43600,6.7
2011-12-22,6.71,6.99,6.76,6.71,33100,6.76
2011-12-23,6.83,7.0,6.91,6.83,16500,6.91
2011-12-27,6.97,7.12,6.92,6.79,23700,6.92
2011-12-28,6.85,6.95,6.87,6.76,13200,6.87
2011-12-29,6.89,7.0,6.91,6.83,12000,6.91
2011-12-30,6.96,7.01,6.91,6.85,17600,6.91
