time,open,high,low,close,volume,amount,vol_norm,amo_norm,vol_buy,amo_buy,vol_sell,amo_sell
 15:00:00,4.81,4.81,4.81,4.81,489.0,235209.0,0.0,0.0,489.0,235209.0,0.0,0.0
 14:30:00,4.81,4.82,4.8,4.81,3147.0,1512497.0,19.0,9139.0,1650.0,793671.0,1478.0,709687.0
 14:00:00,4.78,4.82,4.77,4.81,8280.0,3977474.0,162.0,77831.0,5368.0,2578921.0,2750.0,1320722.0
 13:30:00,4.76,4.79,4.76,4.78,5505.0,2627806.0,118.0,56286.0,3600.0,1719504.0,1787.0,852016.0
 13:00:00,4.75,4.77,4.74,4.76,4159.0,1977559.0,44.0,20864.0,2103.0,1000447.0,2012.0,956248.0
 11:30:00,4.75,4.75,4.75,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 11:00:00,4.75,4.76,4.75,4.75,1958.0,931009.0,58.0,27560.0,844.0,401744.0,1056.0,501705.0
 10:30:00,4.75,4.77,4.75,4.75,3142.0,1495613.0,29.0,13804.0,1343.0,639703.0,1770.0,842106.0
 10:00:00,4.78,4.78,4.75,4.76,8174.0,3892116.0,53.0,25230.0,3835.0,1827724.0,4286.0,2039162.0
 09:30:00,4.74,4.79,4.72,4.78,11322.0,5397879.0,27.0,12888.0,7577.0,3612787.0,3718.0,1772204.0
 09:00:00,4.74,4.74,4.74,4.74,542.0,256908.0,0.0,0.0,0.0,0.0,0.0,0.0
