time,open,high,low,close,volume,amount,vol_norm,amo_norm,vol_buy,amo_buy,vol_sell,amo_sell
 15:00:00,21.07,21.07,21.07,21.07,232.0,488824.0,0.0,0.0,232.0,488824.0,0.0,0.0
 14:45:00,21.02,21.07,20.9,21.05,805.0,1692116.0,56.0,117695.0,374.0,786362.0,375.0,788059.0
 14:30:00,21.06,21.1,20.98,21.07,874.0,1850528.0,41.0,88020.0,250.0,529286.0,583.0,1233222.0
 14:15:00,20.96,21.1,20.96,21.06,779.0,1639445.0,6.0,12632.0,639.0,1344285.0,134.0,282528.0
 14:00:00,20.94,21.08,20.94,20.96,971.0,2042723.0,9.0,18940.0,623.0,1309787.0,339.0,713996.0
 13:45:00,20.87,20.94,20.87,20.93,441.0,922090.0,23.0,48060.0,240.0,501947.0,178.0,372083.0
 13:30:00,20.91,21.04,20.87,20.87,1184.0,2487007.0,29.0,60883.0,821.0,1725385.0,334.0,700739.0
 13:15:00,20.65,20.95,20.64,20.91,1262.0,2622999.0,31.0,64627.0,795.0,1652520.0,436.0,905852.0
 13:00:00,20.61,20.7,20.61,20.65,499.0,1030865.0,24.0,49565.0,264.0,545440.0,211.0,435860.0
 11:30:00,20.61,20.61,20.61,20.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 11:15:00,20.64,20.65,20.57,20.61,429.0,884022.0,59.0,121479.0,207.0,426562.0,163.0,335981.0
 11:00:00,20.61,20.65,20.57,20.64,467.0,963098.0,15.0,30935.0,286.0,590024.0,166.0,342139.0
 10:45:00,20.6,20.65,20.51,20.61,627.0,1291089.0,54.0,111279.0,345.0,709270.0,228.0,470540.0
 10:30:00,20.73,20.73,20.49,20.6,1517.0,3125682.0,157.0,323115.0,703.0,1450182.0,657.0,1352385.0
 10:15:00,20.41,20.77,20.39,20.67,2665.0,5457399.0,92.0,188325.0,1561.0,3197855.0,1012.0,2071219.0
 10:00:00,20.71,20.88,20.3,20.41,4478.0,9223583.0,284.0,585756.0,2276.0,4693031.0,1918.0,3944796.0
 09:45:00,21.04,21.15,20.6,20.68,3933.0,8256345.0,338.0,702707.0,1787.0,3757611.0,1808.0,3796027.0
 09:30:00,21.68,21.68,21.02,21.03,3996.0,8499685.0,290.0,617677.0,1768.0,3764481.0,1938.0,4117527.0
 09:15:00,21.68,21.68,21.68,21.68,32.0,69376.0,0.0,0.0,0.0,0.0,0.0,0.0
