time,open,high,low,close,volume,amount,vol_norm,amo_norm,vol_buy,amo_buy,vol_sell,amo_sell
 15:00:00,8.19,8.19,8.19,8.19,528.0,432432.0,0.0,0.0,0.0,0.0,528.0,432432.0
 14:45:00,8.19,8.2,8.17,8.19,4563.0,3735720.0,33.0,27015.0,2020.0,1655040.0,2510.0,2053665.0
 14:30:00,8.18,8.2,8.18,8.19,5588.0,4578031.0,40.0,32760.0,2905.0,2381420.0,2643.0,2163851.0
 14:15:00,8.18,8.19,8.17,8.18,2766.0,2263993.0,58.0,47464.0,1600.0,1310320.0,1108.0,906209.0
 14:00:00,8.16,8.2,8.15,8.19,7716.0,6319578.0,20.0,16357.0,5537.0,4536238.0,2159.0,1766983.0
 13:45:00,8.15,8.18,8.14,8.16,2832.0,2313544.0,125.0,102108.0,2235.0,1826593.0,472.0,384843.0
 13:30:00,8.16,8.18,8.15,8.15,3707.0,3030443.0,154.0,125764.0,2530.0,2069313.0,1023.0,835366.0
 13:15:00,8.12,8.17,8.11,8.17,6148.0,5010691.0,145.0,118132.0,5114.0,4169118.0,889.0,723441.0
 13:00:00,8.14,8.15,8.09,8.11,4708.0,3820287.0,85.0,69171.0,2196.0,1783275.0,2427.0,1967841.0
 11:30:00,8.14,8.14,8.14,8.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 11:15:00,8.16,8.16,8.13,8.14,1457.0,1186904.0,6.0,4891.0,813.0,662590.0,638.0,519423.0
 11:00:00,8.1,8.17,8.1,8.16,4436.0,3612675.0,29.0,23572.0,3880.0,3159498.0,527.0,429605.0
 10:45:00,8.11,8.12,8.09,8.1,7095.0,5749947.0,31.0,25128.0,4426.0,3587828.0,2638.0,2136991.0
 10:30:00,8.13,8.16,8.1,8.11,8900.0,7237045.0,48.0,38996.0,6012.0,4892698.0,2840.0,2305351.0
 10:15:00,8.1,8.14,8.08,8.13,7854.0,6370551.0,35.0,28383.0,4901.0,3977207.0,2918.0,2364961.0
 10:00:00,8.15,8.16,8.1,8.1,9895.0,8037755.0,110.0,89283.0,5458.0,4436611.0,4327.0,3511861.0
 09:45:00,8.14,8.2,8.13,8.15,11345.0,9269476.0,100.0,81653.0,7069.0,5780219.0,4176.0,3407604.0
 09:30:00,8.09,8.16,8.07,8.14,6395.0,5199502.0,476.0,386201.0,3639.0,2960176.0,2280.0,1853125.0
 09:15:00,8.09,8.09,8.09,8.09,164.0,132676.0,0.0,0.0,0.0,0.0,0.0,0.0
